,ID,Nazwa,Numer_seryjny,Rodzaj
40799,40799,Latarka taktyczna,BA46D5CG3EKLVM7X6,inne
40800,40800,Alkomat AlcoQuant 6020,CC7SWBPE6L1YMR12M,inne
40801,40801,Urzadzenie do detekcji narkotykow AlereTM DDS 2,5JMFTSFD8Y1Y1F2WJ,inne
40802,40802,Urzadzenie do detekcji narkotykow AlereTM DDS 2,249LMN306J3VZYUN2,inne
40803,40803,Glock 17,AFZ6G6ZJ0ADZTHPH9,bron
40804,40804,Latarka taktyczna,M39L3WFX7WUV3UCMU,inne
40805,40805,Volkswagen Crafter,KXYJ45JV1ZU1HHPGY,pojazd
40806,40806,Toyota Corolla,14HGLPSP1N39CF9W7,pojazd
40807,40807,Urzadzenie do detekcji narkotykow AlereTM DDS 2,E7EU972V1W5TKJ338,inne
40808,40808,Radiostacja nasobna,M0RUKLJRXLPVUE2C9,srodki_lacznosci
40809,40809,HK UMP,AS7CLKBB0T8ULSXKL,bron
40810,40810,Volkswagen Transporter,PXV3JYVB5CT58PYVN,pojazd
40811,40811,Radiostacja nasobna,T0VX6XVR9NZLJDL34,srodki_lacznosci
40812,40812,Glock 19,5L3FBXCS55DSANDTJ,bron
40813,40813,Latarka taktyczna,MP47YKYEX0YPUD574,inne
40814,40814,H&K MP5A3,UUH2URZR7733WF2PD,bron
40815,40815,Tonfa,SSPANFR37L16MC8GY,bron
40816,40816,Hyundai Tucson,4CVDZZ9M8EGMN70LV,pojazd
40817,40817,Toyota Corolla,MPT72GR56ZX35XYXY,pojazd
40818,40818,Sako TRG-21,LVU9Z18J6E4F3JMUT,bron
40819,40819,Kamizelka kuloodporna,594PVFAZ64ZMM29LH,inne
40820,40820,Latarka taktyczna,B7C3RJKZ669HUXEKP,inne
40821,40821,Skoda Superb,D3TS0YGW4FHHS8HUL,pojazd
40822,40822,Urzadzenie do detekcji narkotykow AlereTM DDS 2,BPN25EG479LXC2KKA,inne
40823,40823,Urzadzenie do detekcji narkotykow AlereTM DDS 2,H4VJTS9X1SZMS2C37,inne
40824,40824,Urzadzenie do detekcji narkotykow AlereTM DDS 2,FMUA2H0J0W81Z70RD,inne
40825,40825,BMW serii 3,WDJUYUJB4G5YB4YV8,pojazd
40826,40826,Radiostacja nasobna,Z991WAUD2CPJ10R3E,srodki_lacznosci
40827,40827,Radiostacja nasobna,SRZE5KPG82T7M5GB3,srodki_lacznosci
40828,40828,Radiostacja nasobna,58Z6LXUC6X5AVBEYF,srodki_lacznosci
40829,40829,Terminal Bluebird,W3K281T79T0YEHWRE,srodki_lacznosci
40830,40830,Opel Crossland X,2PKENJ6A5VA9A8694,pojazd
40831,40831,Apteczka taktyczna,FXX41BLL2LL7DYWT9,inne
40832,40832,Latarka taktyczna,36KLF29E7YU469TKG,inne
40833,40833,Hyundai Tucson,R1D5XZ2P7PYD60WDR,pojazd
40834,40834,Glock 26,H0DFBMBT7K0Z03WZR,bron
40835,40835,Terminal Bluebird,SC8RJPPNXF28V53V6,srodki_lacznosci
40836,40836,Kajdanki,1YS0NDR35LNYTZ7H9,inne
40837,40837,Sako TRG-21,M7S8570GXDS3M8K6V,bron
40838,40838,Kia Ceed III,DZD5BVA42CECK06ET,pojazd
40839,40839,Glock 26,F7BVTTHU1B2GT5VPM,bron
40840,40840,HK UMP,FGHSHKSP2NPNWGVU1,bron
40841,40841,BMW serii 3,R85KG0S8252VZZTRH,pojazd
40842,40842,Kia Ceed III,ZC03H6R37150MN0UN,pojazd
40843,40843,Kia Ceed III,JBBL4N250A084DWR7,pojazd
40844,40844,Glauberyt PM-98,MA1UT2327VMFHGZE4,bron
40845,40845,Toyota Corolla,7LRDNR0J0RE3T20J2,pojazd
40846,40846,HK UMP,DLV3FFSG3T47U3087,bron
40847,40847,Radiostacja nasobna,BRPX6BWN1YAZ2UC0T,srodki_lacznosci
40848,40848,Latarka taktyczna,WM5X7H956CEL7NSP6,inne
40849,40849,Opel Crossland X,4BUAR74F6086C92SM,pojazd
40850,40850,BMW serii 3,6KMK980SX07XK6Y8H,pojazd
40851,40851,Apteczka taktyczna,K5ZSS66H6391TW4RH,inne
40852,40852,Walther P99,7KSTDAFZ94WEFE3A7,bron
40853,40853,Terminal Bluebird,MBPTB3VRXJYR2L2R5,srodki_lacznosci
40854,40854,Volkswagen Crafter,C271FJWK13NF585C6,pojazd
40855,40855,Urzadzenie do detekcji narkotykow AlereTM DDS 2,N2Y3W5BN1LE1ZW47G,inne
40856,40856,Volkswagen Transporter,ZGKBMCVK7L526MCCX,pojazd
40857,40857,Latarka taktyczna,1FAZPDTP9AWMVMH8M,inne
40858,40858,Opel Crossland X,3ZT3BZTP5ET5MWBZN,pojazd
40859,40859,Kajdanki,CUYF7N6T2B0PUWLX9,inne
40860,40860,Radiostacja nasobna,HTCFEEVR716HBDJZG,srodki_lacznosci
40861,40861,Alkomat AlcoQuant 6020,4PB04A8H8XCZ8DEBZ,inne
40862,40862,Glock 19,CE0R3UD258730D926,bron
40863,40863,Terminal Bluebird,ACRR72NC7VM6D8NH9,srodki_lacznosci
40864,40864,Apteczka taktyczna,HV8DS8JJ9UZ6S7GFL,inne
40865,40865,Walther P99,W9CN1X213C1LDGXVS,bron
40866,40866,Apteczka taktyczna,8AA55LBS2BRH3DZYE,inne
40867,40867,Latarka taktyczna,80NC54G87VUPBF4XR,inne
40868,40868,Glock 26,LXF82TPA047JJJWZF,bron
40869,40869,H&K MP5A3,4UK1Z28338ZTVKZGH,bron
40870,40870,Alkomat AlcoQuant 6020,K3MDHJVK0123677YB,inne
40871,40871,Terminal Bluebird,N58CN0Z609SEGP8MT,srodki_lacznosci
40872,40872,Glock 26,G256E9EA3S8RKEADK,bron
40873,40873,Opel Crossland X,YRMFKAR075JEYBRB8,pojazd
40874,40874,Kajdanki,MPD41ARZ4J8NJPWL0,inne
40875,40875,Skoda Superb,4ZWBFWF14MEMP6A3C,pojazd
40876,40876,HK UMP,P85PKNSJXFD8FBXSP,bron
40877,40877,Terminal Bluebird,3BGTZ66L3KRFRVZGL,srodki_lacznosci
40878,40878,Radiostacja nasobna,1YH0UK823LGEPZLVD,srodki_lacznosci
40879,40879,Kajdanki,BX6YHYJF0Y9MLC8J9,inne
40880,40880,Volkswagen Transporter,NRYWYKLJ4LWZS7XHY,pojazd
40881,40881,Walther P99,2P0WTLU64W7AXCYG0,bron
40882,40882,BMW serii 3,204H2VZV6CFZG70S5,pojazd
40883,40883,Radiostacja nasobna,YMDACYCY7MD1751YF,srodki_lacznosci
40884,40884,Latarka taktyczna,EZVKN8UJ714F4MGYD,inne
40885,40885,Terminal Bluebird,N7HPPLHB0NZXVFV95,srodki_lacznosci
40886,40886,Beretta APX,BPYW9A4B3PA95A7U1,bron
40887,40887,Alkomat AlcoQuant 6020,FN2DM5YB0Z2BJFHLK,inne
40888,40888,Kia Ceed III,1VRDXUND45LRFPHU6,pojazd
40889,40889,Alkomat AlcoQuant 6020,UL70END03HCTCKF4X,inne
40890,40890,Beretta APX,LP789S2R0J0XK2MG5,bron
40891,40891,Skoda Superb,NF277UAX4E869E9TH,pojazd
40892,40892,Beretta APX,WX2DXZ8RXVG4UG0MK,bron
40893,40893,Radiostacja nasobna,G161SDZZ3JGXG0FDD,srodki_lacznosci
40894,40894,Opel Crossland X,43X3XLGD9H4Z5NNK0,pojazd
40895,40895,Glock 26,0JWL7BEP3E3ZWVPFE,bron
40896,40896,Apteczka taktyczna,6GCMXV532S3U97Y6B,inne
40897,40897,Kia Ceed III,JVR4J9YE5BHZRKDGR,pojazd
40898,40898,Toyota Corolla,P50PBF5M4RP2SC14K,pojazd
40899,40899,Skoda Superb,U81LNL757RH314TSA,pojazd
40900,40900,Terminal Bluebird,C5FX7Y7S5CX1224AE,srodki_lacznosci
40901,40901,Kajdanki,SBE2PAZF681MZK9RE,inne
40902,40902,Terminal Bluebird,A08VNC6T7PW0KUENZ,srodki_lacznosci
40903,40903,Terminal Bluebird,A6TY3NGA7X277XAGX,srodki_lacznosci
40904,40904,Skoda Superb,K42ZSRV82AJBHGUDU,pojazd
40905,40905,BMW serii 3,7W1WPVB15E0SXYJJ9,pojazd
40906,40906,Glock 19,1VN1LNS141KDE4T2L,bron
40907,40907,Glock 17,KLAJAD2M0GBCFBSS9,bron
40908,40908,Urzadzenie do detekcji narkotykow AlereTM DDS 2,SMYA6YTC1AXXA55SF,inne
40909,40909,Alkomat AlcoQuant 6020,PRRLUUX73RS9AHG4Z,inne
40910,40910,Kajdanki,9FETUVTN6TWHU8BCN,inne
40911,40911,Glock 26,2YRLJNWZ8UGSXABGB,bron
40912,40912,HK UMP,HS6TUCVK6BTZJB3Z7,bron
40913,40913,Skoda Superb,E231U6CY81JZ70XR4,pojazd
40914,40914,Walther P99,PX0RUGRZ3YRPSJPVY,bron
40915,40915,H&K G36,HMMK26VS8FNYCLF4G,bron
40916,40916,Volkswagen Crafter,EFX9RFMF3LC401R0N,pojazd
40917,40917,Alkomat AlcoQuant 6020,JL8LH9SS754B1YFKC,inne
40918,40918,Radiostacja nasobna,8L4C48HJ8967GCLBH,srodki_lacznosci
40919,40919,BMW serii 3,0A2MKUBK7WMZK2UEU,pojazd
40920,40920,Hyundai Tucson,053LC8NN56P2N7ARC,pojazd
40921,40921,Urzadzenie do detekcji narkotykow AlereTM DDS 2,SMW5P72VX71F2GHDY,inne
40922,40922,Urzadzenie do detekcji narkotykow AlereTM DDS 2,KB96WMNU41ZGKVT6X,inne
40923,40923,Sako TRG-21,DG5LSE7H1GCK02PZV,bron
40924,40924,Radiostacja nasobna,EH8CBLZ46XE5NKK95,srodki_lacznosci
40925,40925,Latarka taktyczna,XPAK2J386NC1KVUJU,inne
40926,40926,Radiostacja nasobna,UVPKTAW29F5JGPELN,srodki_lacznosci
40927,40927,Terminal Bluebird,93Z8FJSL006R0XDFF,srodki_lacznosci
40928,40928,Terminal Bluebird,T4N1X7Y70EE768ALT,srodki_lacznosci
40929,40929,Radiostacja nasobna,W0W2K67L8ZPXXNBWH,srodki_lacznosci
40930,40930,Kamizelka kuloodporna,WY5WMU0H5Y8S0EUA6,inne
40931,40931,H&K G36,VZYH9T7S004XGT4KN,bron
40932,40932,HK UMP,FB9GAM8305L59364Z,bron
40933,40933,Hyundai Tucson,2XCPPZFE9XPMAJ6LF,pojazd
40934,40934,Latarka taktyczna,TTN9XNV8579RMTMGT,inne
40935,40935,Opel Crossland X,XNE4XFNCXKD1FJ212,pojazd
40936,40936,Glock 17,DV8K5J2H8BHA9THPH,bron
40937,40937,Glock 17,KY0CLRNF6BUZ45286,bron
40938,40938,Radiostacja nasobna,7VDBMAVMXCF223SWK,srodki_lacznosci
40939,40939,H&K G36,8P6CGKXY9FEWMK8RY,bron
40940,40940,Skoda Superb,YML8D91G8HTR8AKDT,pojazd
40941,40941,Kia Ceed III,00DH2CTB1PVS9GMAV,pojazd
40942,40942,Latarka taktyczna,8LYULXLD0PLCD4Z9S,inne
40943,40943,Radiostacja nasobna,1N1N73402CD0WPWGH,srodki_lacznosci
40944,40944,Sako TRG-21,DTT1E8LZ8N0VWC04W,bron
40945,40945,Skoda Superb,8HD4Z4D09GXAE9J2Z,pojazd
40946,40946,Opel Crossland X,TR9Z49VK59U4ETNB9,pojazd
40947,40947,Kajdanki,UAF4E8E98YMA9F06Z,inne
40948,40948,Urzadzenie do detekcji narkotykow AlereTM DDS 2,TN7W7V3BXNPBLHSWR,inne
40949,40949,Radiostacja nasobna,TUDN8CHK7BJTR9953,srodki_lacznosci
40950,40950,Terminal Bluebird,7HGHCAZM57ULR9YRP,srodki_lacznosci
40951,40951,Glock 26,6CWFE0PM5Z6R2DYBR,bron
40952,40952,Beretta APX,ZNSASS7D10UZ0U14D,bron
40953,40953,Kia Ceed III,GA2BALVR2W671HJZY,pojazd
40954,40954,Alkomat AlcoQuant 6020,EYP7L1E37MCNB45XZ,inne
40955,40955,Kamizelka kuloodporna,X4N4H4RF0K1TN71CS,inne
40956,40956,Alkomat AlcoQuant 6020,2LTZDS9Y97ZM3V8GG,inne
40957,40957,BMW serii 3,1PLPCSAY2VX0Z9SAE,pojazd
40958,40958,Volkswagen Crafter,JXY9LNWF3XEK6V4AU,pojazd
40959,40959,Apteczka taktyczna,JZ0WPM371B7L15VPA,inne
40960,40960,Opel Crossland X,7VZZ080D0YBUAPV27,pojazd
40961,40961,Kajdanki,JBSJPBS97N3MFFWD2,inne
40962,40962,Kia Ceed III,CWC6915R7UHVBTYU5,pojazd
40963,40963,BMW serii 3,9N4EZLJGX73FAWU91,pojazd
40964,40964,Terminal Bluebird,PB5MPH266ANTUTKXT,srodki_lacznosci
40965,40965,Toyota Corolla,3C9DAG0M53U80L1T4,pojazd
40966,40966,Terminal Bluebird,2R88KM8F4R8NFBCY9,srodki_lacznosci
40967,40967,Opel Crossland X,YEV4TK0A3F1T5V267,pojazd
40968,40968,Alkomat AlcoQuant 6020,GVJLXYFP27Z50NWJZ,inne
40969,40969,Apteczka taktyczna,38BVSY7M1RE4T5VG8,inne
40970,40970,HK UMP,DYF1GA8H1SLRCEEHK,bron
40971,40971,Terminal Bluebird,RTGBS6M97VL0TSZRZ,srodki_lacznosci
40972,40972,Volkswagen Crafter,L08YR2AF1T1EFF78K,pojazd
40973,40973,Kia Ceed III,97A86RKM7B8089KZM,pojazd
40974,40974,Terminal Bluebird,U6H9ZE151ZSWEFTU7,srodki_lacznosci
40975,40975,Radiostacja nasobna,NRJLXA2Y8GA0WYXKC,srodki_lacznosci
40976,40976,Hyundai Tucson,782WFX6S2PDASFHGP,pojazd
40977,40977,Radiostacja nasobna,8B0TJ5L797VL81CNJ,srodki_lacznosci
40978,40978,Volkswagen Crafter,0BAUTB4H7H6SHF4G4,pojazd
40979,40979,Kamizelka kuloodporna,VP3XPEWA6SH6KGU97,inne
40980,40980,Radiostacja nasobna,J7P2MJMH34CUM2JCS,srodki_lacznosci
40981,40981,Hyundai Tucson,ZLCFJH3K4CVC836D9,pojazd
40982,40982,Skoda Superb,4CVS1LZZXA9UND0ZT,pojazd
40983,40983,Urzadzenie do detekcji narkotykow AlereTM DDS 2,LM63ZL2Z8FL61PLPF,inne
40984,40984,Latarka taktyczna,9UYYP2F56FXYYCWJY,inne
40985,40985,Radiostacja nasobna,4CHUMMC99DWAVJVCH,srodki_lacznosci
40986,40986,Beretta APX,CR8HHCD1430TYG869,bron
40987,40987,Urzadzenie do detekcji narkotykow AlereTM DDS 2,V6MF8N318MYDN8ABM,inne
40988,40988,Opel Crossland X,ZM4L4RVHXKJWWPZH6,pojazd
40989,40989,Latarka taktyczna,PF4U82CJ11DLKUDB4,inne
40990,40990,Walther P99,XFN5TD8P0VLM9APC3,bron
40991,40991,Skoda Superb,HCZ2B6DEXE8S6J81R,pojazd
40992,40992,Glock 26,TGDXGMWB2KT3Y2RFM,bron
40993,40993,Glock 19,G3NLKRL56H5K9M031,bron
40994,40994,Radiostacja nasobna,D618NG435FL0Z9G3E,srodki_lacznosci
40995,40995,Radiostacja nasobna,VD0XY81G1UPUJUCZP,srodki_lacznosci
40996,40996,Opel Crossland X,HAE2JGPE87URGCCKB,pojazd
40997,40997,Latarka taktyczna,ZVKXJLVX99433YPHA,inne
40998,40998,Kajdanki,HGFJBRFS2B8NWBGZG,inne
40999,40999,Kamizelka kuloodporna,0TUP56FL3PZKRMKDZ,inne
41000,41000,Kajdanki,A0XA6NNV95SY74ZPB,inne
41001,41001,Glock 26,4U7TJPBN4MYFSV7DR,bron
41002,41002,BMW serii 3,MBNWHHRH3PJUJ19C3,pojazd
41003,41003,Radiostacja nasobna,XWW4X4N3009U6PLH5,srodki_lacznosci
41004,41004,Volkswagen Crafter,NCLNVDCY6NSJN1UYB,pojazd
41005,41005,Terminal Bluebird,M8SS4M6N6LT5Z9MYN,srodki_lacznosci
41006,41006,Volkswagen Transporter,2AB6AAWP809EE31F5,pojazd
41007,41007,Sako TRG-21,G0SJSYMN3JAWSWS5A,bron
41008,41008,Volkswagen Transporter,ZBYL6W2H4B1UKBZLK,pojazd
41009,41009,Urzadzenie do detekcji narkotykow AlereTM DDS 2,EZR7E3WKXSXDZKP41,inne
41010,41010,Radiostacja nasobna,RVNU83UJ88VP2RBRW,srodki_lacznosci
41011,41011,Alkomat AlcoQuant 6020,HJFSLLTC107WAG7R9,inne
41012,41012,Tonfa,Y22VL85W7G1S1CA8S,bron
41013,41013,Radiostacja nasobna,E955ZJNZ2PSFL82D6,srodki_lacznosci
41014,41014,Kamizelka kuloodporna,PE9JGNUP7ED8RHJFB,inne
41015,41015,Urzadzenie do detekcji narkotykow AlereTM DDS 2,NFPUD94H2GWSA675R,inne
41016,41016,Terminal Bluebird,X42GCY787YXB5LMDS,srodki_lacznosci
41017,41017,H&K G36,65UAD7SE9YUAXC1E2,bron
41018,41018,BMW serii 3,82SY213B2PPNXTEX6,pojazd
41019,41019,Apteczka taktyczna,GNUTRA3Y521TSA8M8,inne
41020,41020,Toyota Corolla,XGRSHWBH5WV0T1PSJ,pojazd
41021,41021,Volkswagen Transporter,14PLFPEC427ZR2UCR,pojazd
41022,41022,Kia Ceed III,2ASZCFPA6CV84GE9L,pojazd
41023,41023,Kajdanki,YPYBV8SK9EUMMMUZZ,inne
41024,41024,Kamizelka kuloodporna,NE1NE0UX52N8G8LC1,inne
41025,41025,Sako TRG-21,WMT63EY33KNS5CBDN,bron
41026,41026,Alkomat AlcoQuant 6020,WA9MZKUR6VVC49Y8W,inne
41027,41027,Urzadzenie do detekcji narkotykow AlereTM DDS 2,TW5UC7PX2E9W599Y7,inne
41028,41028,Tonfa,CS1NW65M2S83N8TS1,bron
41029,41029,Terminal Bluebird,DVWGET413M6TCXKAW,srodki_lacznosci
41030,41030,Opel Crossland X,8NXMS5YV2WSA1HDBG,pojazd
41031,41031,Glock 17,BNZYVTGN2YWFZG8GV,bron
41032,41032,Terminal Bluebird,MESBYJHG8X2GKAV8Y,srodki_lacznosci
41033,41033,Kamizelka kuloodporna,XUN97SUJ2GD3Y4VU2,inne
41034,41034,Toyota Corolla,P85P7V6DXRMKGMWNY,pojazd
41035,41035,Volkswagen Crafter,9UMF9JGK9CZZNF7K5,pojazd
41036,41036,Glauberyt PM-98,9FCN77890KV7B9G32,bron
41037,41037,Beretta APX,VATWCU3R54N2N759L,bron
41038,41038,Terminal Bluebird,SEYD8BFS4EFTCMTSU,srodki_lacznosci
41039,41039,Beretta APX,3GFM03LM8KV70RMT5,bron
41040,41040,Radiostacja nasobna,J4CCK19Z8NBKJ3D4B,srodki_lacznosci
41041,41041,Beretta APX,ARKCHDHE9FCPKX3LA,bron
41042,41042,Hyundai Tucson,TC8M3Z8PX7B37DZX2,pojazd
41043,41043,Kamizelka kuloodporna,73LZFVC30Z7LPZM9P,inne
41044,41044,Latarka taktyczna,EKMKU0S16XA5M8GX5,inne
41045,41045,Terminal Bluebird,XKT30EBM7P1WW0G7V,srodki_lacznosci
41046,41046,Alkomat AlcoQuant 6020,32VLEGLJXM212JPEK,inne
41047,41047,Glock 17,SPBUVL9BX5ZRUUT3U,bron
41048,41048,Tonfa,MW4TD4S148E3FSB6Z,bron
41049,41049,Urzadzenie do detekcji narkotykow AlereTM DDS 2,W697MHA59UY0DHML0,inne
41050,41050,Kamizelka kuloodporna,EV7NKBY28PWVXLUYJ,inne
41051,41051,BMW serii 3,D9KC6PZVXSCHU4RYA,pojazd
41052,41052,Beretta APX,JLG8N4MZ2XMRCNTLF,bron
41053,41053,BMW serii 3,D6NT971U6SDLU0FWP,pojazd
41054,41054,Terminal Bluebird,6H0HD1EK25DR401ZV,srodki_lacznosci
41055,41055,Opel Crossland X,6ER1CM6F4TP1JMU9P,pojazd
41056,41056,Toyota Corolla,DXW42RWN33CK7DW5V,pojazd
41057,41057,Radiostacja nasobna,USF8Z2UP4GYHJXH5M,srodki_lacznosci
41058,41058,Skoda Superb,GD84U5B03AHNCX3Z6,pojazd
41059,41059,Radiostacja nasobna,5GASDML854RLUEKE7,srodki_lacznosci
41060,41060,Toyota Corolla,WS60W96MXYYF20U6P,pojazd
41061,41061,Tonfa,2W7LYSSR5LLWGVHRF,bron
41062,41062,BMW serii 3,9CPWHFRE7T0XPEAZ6,pojazd
41063,41063,Terminal Bluebird,G151KLZM9YVRP6R6U,srodki_lacznosci
41064,41064,Hyundai Tucson,HVF2PC90XS1UW0N83,pojazd
41065,41065,Walther P99,4U9CH9X40VZLWLS5D,bron
41066,41066,H&K G36,Y0GEABNJ1USMPYTML,bron
41067,41067,Beretta APX,A0WK5X6L80P2EHLXC,bron
41068,41068,H&K MP5A3,GL6JR3VW7YVKETLS7,bron
41069,41069,Terminal Bluebird,E16LNN123YTBYKHLJ,srodki_lacznosci
41070,41070,Walther P99,E90YBHXT4YRVRVVTK,bron
41071,41071,Opel Crossland X,ZWGJZMEM1R8G2FW0V,pojazd
41072,41072,Urzadzenie do detekcji narkotykow AlereTM DDS 2,E31N884H7WB4P7YCT,inne
41073,41073,Glock 17,CD3YMUJX8L2BGPVAK,bron
41074,41074,Kia Ceed III,5H99972X2V3BTFPBC,pojazd
41075,41075,Terminal Bluebird,CYYW92XF0CXMCBT0K,srodki_lacznosci
41076,41076,Latarka taktyczna,8YB5L8XR5Y2BM3Z1F,inne
41077,41077,BMW serii 3,Y9ZET1HD2D3WCP7HJ,pojazd
41078,41078,Latarka taktyczna,3JV81VUU97ANXWEUH,inne
41079,41079,H&K G36,7ZCRLULK7AG9AX65Z,bron
41080,41080,Volkswagen Transporter,DMX6GL8W07CJFFYYF,pojazd
41081,41081,H&K G36,KN3DUSJT7P1ZS83F0,bron
41082,41082,Walther P99,CJAG7RTW2X0WRLA4K,bron
41083,41083,Volkswagen Crafter,SA5SA5BF69B3E2L13,pojazd
41084,41084,Terminal Bluebird,UVD9SXMN7L0F8CV3D,srodki_lacznosci
41085,41085,Radiostacja nasobna,1SBJNTHP7LMHYY4RX,srodki_lacznosci
41086,41086,Terminal Bluebird,9MGEEKRD6HL48SPRJ,srodki_lacznosci
41087,41087,Opel Crossland X,KTVLD5P82R1FUR757,pojazd
41088,41088,Beretta APX,C8LU0F2705DPDKJB8,bron
41089,41089,Hyundai Tucson,U5CYHM0H0ZTL1N9JL,pojazd
41090,41090,Kia Ceed III,6K4L0EZ48TTMH7VH1,pojazd
41091,41091,Radiostacja nasobna,XZ5D9FZ00X1R0R6PD,srodki_lacznosci
41092,41092,Skoda Superb,EL6KHW1V50B4G3D6A,pojazd
41093,41093,Toyota Corolla,EPUGUA2J7R3S3GKBP,pojazd
41094,41094,Hyundai Tucson,C6MSTKWA79BEUJP04,pojazd
41095,41095,Apteczka taktyczna,ZPRL2SMP6Z052XXYK,inne
41096,41096,Radiostacja nasobna,X0AAE6AY5CP2PW71G,srodki_lacznosci
41097,41097,Skoda Superb,K2HR7LUZ49A7FDVJA,pojazd
41098,41098,Kamizelka kuloodporna,54SK360E2CTHB9870,inne
41099,41099,Walther P99,MTLCRZW027P6STP0V,bron
41100,41100,Glock 17,MD79XCXB3GG39PXFY,bron
41101,41101,Terminal Bluebird,LRJPVNL45CE9L6UG5,srodki_lacznosci
41102,41102,Sako TRG-21,ND74WG838H15542CW,bron
41103,41103,Urzadzenie do detekcji narkotykow AlereTM DDS 2,U9DKLDR58J1JD1NTA,inne
41104,41104,Glock 26,RNLMY8BL4UY3RNFGM,bron
41105,41105,H&K G36,AZ39EA75X0FGERNW4,bron
41106,41106,Latarka taktyczna,5JKG9E804ERKVM2WE,inne
41107,41107,Terminal Bluebird,0493UBMZ3WLF3VZPL,srodki_lacznosci
41108,41108,Toyota Corolla,36CHUVHWX3YPRSF9M,pojazd
41109,41109,Latarka taktyczna,U22DENH07FJK3CA12,inne
41110,41110,Kamizelka kuloodporna,ARY0KSA687G8A2UJV,inne
41111,41111,Glock 26,7ZHZ26C39F8RJ6XW0,bron
41112,41112,Latarka taktyczna,AF960F20163ZC122M,inne
41113,41113,Kajdanki,PRT2PZT75EAU905KT,inne
41114,41114,Glock 19,MBG8G8L91REFNGPW6,bron
41115,41115,Latarka taktyczna,M62N8RFL74UNDZFDH,inne
41116,41116,Terminal Bluebird,0B2ANWYNXEJX9L33A,srodki_lacznosci
41117,41117,Toyota Corolla,41RN20GB78D3B5LMJ,pojazd
41118,41118,H&K G36,HSAPWPFW52M3TV4RU,bron
41119,41119,BMW serii 3,KSKJ7JUA5RU0E6RZX,pojazd
41120,41120,H&K G36,V7L0XFAD8NA007J1S,bron
41121,41121,Glock 26,JXAG51ZY0TDN036S8,bron
41122,41122,Radiostacja nasobna,FYH6E0F28LK45TXHJ,srodki_lacznosci
41123,41123,Toyota Corolla,PXDX0S085XG7NY572,pojazd
41124,41124,Radiostacja nasobna,3WJ19MXS5T0TWLPUB,srodki_lacznosci
41125,41125,Glauberyt PM-98,5G647VCN0ZX5L92F6,bron
41126,41126,Apteczka taktyczna,1PAGX0EN706J4ZW10,inne
41127,41127,Radiostacja nasobna,HW5MZ1Y213U3WFFEP,srodki_lacznosci
41128,41128,Volkswagen Crafter,B09NM2RP4BL9YNPRL,pojazd
41129,41129,Radiostacja nasobna,FUHLAVXYX7SCAVB7Y,srodki_lacznosci
41130,41130,Opel Crossland X,9VL2DU4861KY0LK8F,pojazd
41131,41131,Radiostacja nasobna,GTH8CRHF7W884YE3N,srodki_lacznosci
41132,41132,Glock 19,6T0594F415UNX6S4V,bron
41133,41133,Kajdanki,P701N5G71PFFPCWF2,inne
41134,41134,Terminal Bluebird,ZN5ZV5027NAF7231K,srodki_lacznosci
41135,41135,Terminal Bluebird,1KDBSVYP9D8S05AS7,srodki_lacznosci
41136,41136,Volkswagen Crafter,1XDU3ZRN9K07PCUXX,pojazd
41137,41137,Terminal Bluebird,CZ5BYGMN8JGVSTEB1,srodki_lacznosci
41138,41138,Kajdanki,54RHR7WY17X37A20F,inne
41139,41139,Apteczka taktyczna,6WAFDR4B89DXM2ZTV,inne
41140,41140,Terminal Bluebird,C8SJ4D4P1ZK253SAY,srodki_lacznosci
41141,41141,Kia Ceed III,HAS6V81133SVBPDKL,pojazd
41142,41142,Urzadzenie do detekcji narkotykow AlereTM DDS 2,UP5K8TSB7N0ABJJ8N,inne
41143,41143,Kamizelka kuloodporna,9A9NGYG15AF8DHRN8,inne
41144,41144,Glock 19,CYKWS8LTXJGJ5CGE6,bron
41145,41145,Apteczka taktyczna,D1K0N1SH702HGCR3Y,inne
41146,41146,H&K G36,4KV6DDZZ3JXKR0SZ0,bron
41147,41147,Tonfa,ML0BZSCM9XP527P3H,bron
41148,41148,Kamizelka kuloodporna,LC64BF4MX3H9U7NRS,inne
41149,41149,H&K MP5A3,GG9G809L1D81NV1EU,bron
41150,41150,Glauberyt PM-98,4RLGVJ7V6LHP925UM,bron
41151,41151,Terminal Bluebird,LZ8FKTZT5JXKG90AJ,srodki_lacznosci
41152,41152,Kamizelka kuloodporna,0EJFLSMC9EEMXRRHZ,inne
41153,41153,Terminal Bluebird,K5EMVNNR7VV8PD1TT,srodki_lacznosci
41154,41154,Glock 19,KSXNABYWX2MUDKWYM,bron
41155,41155,Glock 26,6FBTVUGY8ZBKS8YBB,bron
41156,41156,Terminal Bluebird,28PXE5548CEDFMYGV,srodki_lacznosci
41157,41157,Glock 26,WB149EY98ST528T4L,bron
41158,41158,Walther P99,XDCK1HAH5AT3LX11E,bron
41159,41159,Kajdanki,XXMD7WKH5HN84UXCH,inne
41160,41160,Latarka taktyczna,2J4SSLF6XULBJF6YX,inne
41161,41161,BMW serii 3,W2HP9CF0XT2N6BXTN,pojazd
41162,41162,Terminal Bluebird,1D6FJP94XSGHT6BP7,srodki_lacznosci
41163,41163,Terminal Bluebird,Y30BUZKY75F7M7VLT,srodki_lacznosci
41164,41164,Skoda Superb,89YWK3B15LS88KX2Z,pojazd
