Unnamed: 0,ID,Nazwa,Adres,Zatrudnieni_funkcjonariusze
3384,3384,Komisariat 3385,"pl. Radosna 395
98-636 Bydgoszcz",8
3385,3385,Komisariat 3386,"plac Gajowa 05
46-286 Katowice",7
3386,3386,Komisariat 3387,"pl. Lubelska 24
07-518 Biała Podlaska",14
3387,3387,Komisariat 3388,"ul. Złota 30
56-947 Jarocin",11
3388,3388,Komisariat 3389,"pl. Tysiąclecia 26
61-780 Biłgoraj",5
3389,3389,Komisariat 3390,"ul. Robotnicza 778
54-789 Środa Wielkopolska",7
3390,3390,Komisariat 3391,"aleja Jesienna 289
12-267 Czerwionka-Leszczyny",11
3391,3391,Komisariat 3392,"pl. Rumiankowa 658
32-101 Białogard",16
3392,3392,Komisariat 3393,"plac Lubelska 98/94
39-666 Chojnice",15
3393,3393,Komisariat 3394,"plac Cyprysowa 21/30
27-165 Kutno",7
3394,3394,Komisariat 3395,"ulica Jeziorna 90/39
37-241 Racibórz",10
3395,3395,Komisariat 3396,"pl. Makuszyńskiego 14
85-074 Marki",7
3396,3396,Komisariat 3397,"ulica Kolejowa 01
07-339 Ząbki",8
3397,3397,Komisariat 3398,"pl. Żwirowa 86
18-519 Jaworzno",11
3398,3398,Komisariat 3399,"plac Okrzei 225
91-823 Luboń",12
3399,3399,Komisariat 3400,"ulica Waryńskiego 07
34-473 Marki",9
3400,3400,Komisariat 3401,"al. Sucharskiego 11/39
01-014 Pruszków",15
3401,3401,Komisariat 3402,"plac Szeroka 69/21
23-362 Gorlice",8
3402,3402,Komisariat 3403,"pl. Toruńska 93/89
31-055 Białogard",8
3403,3403,Komisariat 3404,"aleja Zaciszna 39/64
33-602 Ostrów Wielkopolski",14
3404,3404,Komisariat 3405,"plac Borówkowa 94
03-814 Reda",10
3405,3405,Komisariat 3406,"ul. Lubelska 01
90-807 Knurów",9
3406,3406,Komisariat 3407,"ulica Bydgoska 56
92-430 Kętrzyn",12
3407,3407,Komisariat 3408,"pl. Jeżynowa 960
91-507 Płońsk",7
3408,3408,Komisariat 3409,"pl. Kruczkowskiego 62
33-629 Gorlice",14
3409,3409,Komisariat 3410,"ulica Urocza 67/92
52-907 Zabrze",10
3410,3410,Komisariat 3411,"plac Stefana Batorego 12/96
16-104 Skawina",14
3411,3411,Komisariat 3412,"aleja Warszawska 73
96-252 Ełk",9
3412,3412,Komisariat 3413,"ul. Miodowa 153
05-414 Sandomierz",7
3413,3413,Komisariat 3414,"aleja Kraszewskiego 75/09
35-660 Biłgoraj",6
3414,3414,Komisariat 3415,"al. Szmaragdowa 15
74-717 Środa Wielkopolska",9
3415,3415,Komisariat 3416,"al. Zacisze 180
47-393 Skarżysko-Kamienna",10
3416,3416,Komisariat 3417,"ul. Żurawia 75/26
26-181 Jastrzębie-Zdrój",8
3417,3417,Komisariat 3418,"al. Okulickiego 62/56
26-943 Szczecin",9
3418,3418,Komisariat 3419,"ulica Cedrowa 50/14
92-636 Tczew",9
3419,3419,Komisariat 3420,"ulica Batalionów Chłopskich 77
92-782 Szczecin",8
3420,3420,Komisariat 3421,"pl. Kusocińskiego 28/60
55-991 Pruszków",10
3421,3421,Komisariat 3422,"ul. Księżycowa 290
60-739 Kościerzyna",14
3422,3422,Komisariat 3423,"al. Tysiąclecia 37/32
14-363 Tomaszów Mazowiecki",14
3423,3423,Komisariat 3424,"pl. Tartaczna 65/03
68-864 Luboń",7
3424,3424,Komisariat 3425,"al. Wyspiańskiego 810
65-785 Brzeg",5
3425,3425,Komisariat 3426,"al. Bałtycka 25/22
12-528 Żagań",9
3426,3426,Komisariat 3427,"aleja Przemysłowa 29/09
38-785 Radom",9
3427,3427,Komisariat 3428,"plac Broniewskiego 083
12-138 Grodzisk Mazowiecki",8
3428,3428,Komisariat 3429,"ul. Sportowa 47/77
94-208 Leszno",14
3429,3429,Komisariat 3430,"plac Młyńska 394
61-945 Lubartów",11
3430,3430,Komisariat 3431,"ulica Turystyczna 16
92-516 Włocławek",10
3431,3431,Komisariat 3432,"pl. Wodna 502
34-044 Reda",9
3432,3432,Komisariat 3433,"ulica Waryńskiego 66/60
10-514 Krotoszyn",7
3433,3433,Komisariat 3434,"ulica Majowa 42
61-574 Wołomin",5
3434,3434,Komisariat 3435,"ulica Kilińskiego 51/78
94-953 Ząbki",12
3435,3435,Komisariat 3436,"ulica Śląska 468
60-326 Koło",10
3436,3436,Komisariat 3437,"al. Waryńskiego 02/05
52-564 Stalowa Wola",15
3437,3437,Komisariat 3438,"al. Prusa 293
89-773 Kraśnik",7
3438,3438,Komisariat 3439,"al. Wspólna 787
88-533 Opole",9
3439,3439,Komisariat 3440,"pl. Glówna 74
93-426 Białystok",10
3440,3440,Komisariat 3441,"aleja Bałtycka 409
18-476 Dzierżoniów",15
3441,3441,Komisariat 3442,"al. Krasińskiego 587
95-820 Poznań",13
3442,3442,Komisariat 3443,"ul. Zacisze 314
70-200 Lębork",9
3443,3443,Komisariat 3444,"pl. Leśna 14
97-346 Płońsk",7
3444,3444,Komisariat 3445,"al. Żwirki i Wigury 82
65-081 Płock",7
3445,3445,Komisariat 3446,"aleja Rolna 56
65-404 Kraków",14
3446,3446,Komisariat 3447,"aleja Miła 86/78
61-062 Sandomierz",7
3447,3447,Komisariat 3448,"ul. Plażowa 57
99-928 Piła",12
3448,3448,Komisariat 3449,"al. Jaworowa 13
24-829 Piła",11
3449,3449,Komisariat 3450,"pl. Liliowa 61
67-986 Toruń",5
3450,3450,Komisariat 3451,"ul. Cmentarna 343
78-109 Żary",18
3451,3451,Komisariat 3452,"al. Pułaskiego 32/70
64-399 Turek",14
3452,3452,Komisariat 3453,"ulica Składowa 88/98
92-636 Nowy Sącz",7
3453,3453,Komisariat 3454,"ulica Dolna 94
30-977 Głogów",7
3454,3454,Komisariat 3455,"plac Majowa 54/76
51-221 Śrem",12
3455,3455,Komisariat 3456,"al. Harcerska 46/78
39-422 Konin",11
3456,3456,Komisariat 3457,"plac Wyzwolenia 02
69-448 Skawina",17
3457,3457,Komisariat 3458,"pl. Poznańska 559
28-827 Brzeg",18
3458,3458,Komisariat 3459,"ul. Konstytucji 3 Maja 60/25
05-271 Chrzanów",9
3459,3459,Komisariat 3460,"ul. Rzemieślnicza 69
77-743 Kluczbork",8
3460,3460,Komisariat 3461,"ulica Letnia 207
06-036 Świecie",12
3461,3461,Komisariat 3462,"ulica Turkusowa 67/73
79-758 Brodnica",11
3462,3462,Komisariat 3463,"plac Poniatowskiego 89
21-397 Radomsko",10
3463,3463,Komisariat 3464,"al. Storczykowa 25/84
35-479 Brodnica",8
3464,3464,Komisariat 3465,"plac Szczęśliwa 87
11-078 Kościan",9
3465,3465,Komisariat 3466,"plac Chabrowa 91/64
90-394 Cieszyn",16
3466,3466,Komisariat 3467,"pl. Lelewela 32/57
99-034 Lublin",14
3467,3467,Komisariat 3468,"al. Glówna 539
66-342 Lębork",10
3468,3468,Komisariat 3469,"pl. Prosta 81/37
08-607 Otwock",4
3469,3469,Komisariat 3470,"pl. Browarna 570
64-160 Oświęcim",6
3470,3470,Komisariat 3471,"plac Tylna 058
99-268 Szczecin",11
3471,3471,Komisariat 3472,"al. Nałkowskiej 206
18-116 Nowa Ruda",11
3472,3472,Komisariat 3473,"ul. Lisia 18/51
25-435 Nowy Targ",10
3473,3473,Komisariat 3474,"ulica Krótka 172
61-072 Łódź",12
3474,3474,Komisariat 3475,"ulica Stawowa 20/16
48-038 Iława",14
3475,3475,Komisariat 3476,"pl. Zakole 94
11-956 Lubartów",13
3476,3476,Komisariat 3477,"al. Stefana Batorego 39
11-212 Rumia",3
3477,3477,Komisariat 3478,"plac Górska 68
43-028 Sandomierz",6
3478,3478,Komisariat 3479,"pl. Jagodowa 09/71
19-270 Wodzisław Śląski",7
3479,3479,Komisariat 3480,"al. Jałowcowa 34/59
25-191 Jaworzno",11
3480,3480,Komisariat 3481,"ulica Widok 17/97
19-935 Wągrowiec",11
3481,3481,Komisariat 3482,"aleja Przemysłowa 799
67-931 Żory",13
3482,3482,Komisariat 3483,"plac Żwirki i Wigury 281
86-093 Elbląg",13
3483,3483,Komisariat 3484,"plac Leśna 497
63-135 Mińsk Mazowiecki",13
3484,3484,Komisariat 3485,"al. Staffa 57
97-398 Grodzisk Mazowiecki",12
3485,3485,Komisariat 3486,"aleja Morelowa 460
97-929 Płock",10
3486,3486,Komisariat 3487,"aleja Dojazdowa 806
47-004 Bielawa",7
3487,3487,Komisariat 3488,"al. Orzechowa 50
58-972 Tarnów",10
3488,3488,Komisariat 3489,"aleja Owocowa 89
36-969 Bielsk Podlaski",11
3489,3489,Komisariat 3490,"ul. Żeromskiego 546
15-670 Knurów",14
3490,3490,Komisariat 3491,"ul. Piekarska 635
53-469 Kielce",12
3491,3491,Komisariat 3492,"aleja Konwaliowa 557
41-960 Słupsk",6
3492,3492,Komisariat 3493,"al. Rolnicza 651
57-116 Ciechanów",9
3493,3493,Komisariat 3494,"plac Zaciszna 42/13
76-197 Kielce",6
3494,3494,Komisariat 3495,"aleja Orzechowa 45/06
31-771 Zduńska Wola",10
3495,3495,Komisariat 3496,"ul. Wróblewskiego 286
82-638 Koszalin",12
3496,3496,Komisariat 3497,"ul. Grabowa 501
03-271 Mysłowice",12
3497,3497,Komisariat 3498,"pl. Krasińskiego 64
36-711 Szczytno",7
3498,3498,Komisariat 3499,"plac Piwna 63
84-775 Elbląg",8
3499,3499,Komisariat 3500,"ul. Targowa 62/07
58-739 Łaziska Górne",13
3500,3500,Komisariat 3501,"plac Średnia 21/22
03-618 Tczew",10
3501,3501,Komisariat 3502,"al. Poznańska 997
73-854 Września",7
3502,3502,Komisariat 3503,"ul. Krasińskiego 314
26-416 Radom",14
3503,3503,Komisariat 3504,"plac Wiklinowa 24/25
22-156 Kołobrzeg",7
3504,3504,Komisariat 3505,"aleja Pogodna 91
30-440 Lubin",14
3505,3505,Komisariat 3506,"pl. Glówna 840
59-668 Czerwionka-Leszczyny",12
3506,3506,Komisariat 3507,"ul. Letniskowa 33
93-009 Oświęcim",11
3507,3507,Komisariat 3508,"ulica Żwirowa 02/23
14-087 Żyrardów",11
3508,3508,Komisariat 3509,"ulica Wiatraczna 612
15-393 Zamość",8
3509,3509,Komisariat 3510,"plac Lazurowa 72/11
31-162 Myszków",11
3510,3510,Komisariat 3511,"pl. Wąska 33
46-088 Kalisz",9
3511,3511,Komisariat 3512,"plac Widokowa 72/40
35-340 Mińsk Mazowiecki",17
3512,3512,Komisariat 3513,"al. Kolorowa 801
55-684 Ciechanów",9
3513,3513,Komisariat 3514,"plac Kochanowskiego 80
98-764 Żagań",7
3514,3514,Komisariat 3515,"ul. Górska 76/10
29-217 Gorlice",10
3515,3515,Komisariat 3516,"aleja Konopnickiej 42/72
62-470 Łomża",12
3516,3516,Komisariat 3517,"pl. Jarzębinowa 88
96-458 Biłgoraj",15
3517,3517,Komisariat 3518,"plac Rataja 700
36-141 Sanok",16
3518,3518,Komisariat 3519,"plac Spółdzielcza 79/41
92-641 Piastów",11
3519,3519,Komisariat 3520,"ulica Jodłowa 42/73
24-109 Malbork",14
3520,3520,Komisariat 3521,"aleja Kochanowskiego 34
03-734 Poznań",11
3521,3521,Komisariat 3522,"ul. Władysława Łokietka 46/75
12-325 Łowicz",8
3522,3522,Komisariat 3523,"plac Sadowa 57/97
69-147 Police",8
3523,3523,Komisariat 3524,"al. Morska 72
49-446 Bytom",15
3524,3524,Komisariat 3525,"ulica Łączna 25/65
65-399 Łuków",8
3525,3525,Komisariat 3526,"aleja Bałtycka 31/73
70-565 Poznań",10
3526,3526,Komisariat 3527,"ul. Stawowa 71/04
82-615 Gniezno",9
3527,3527,Komisariat 3528,"pl. Mokra 91
20-923 Reda",13
3528,3528,Komisariat 3529,"ul. Południowa 15
80-854 Chorzów",16
3529,3529,Komisariat 3530,"pl. Reja 99/23
05-555 Olkusz",4
3530,3530,Komisariat 3531,"ulica Kwiatowa 17/88
83-273 Wejherowo",7
3531,3531,Komisariat 3532,"ulica Głowackiego 65
92-851 Jastrzębie-Zdrój",9
3532,3532,Komisariat 3533,"ul. Leszczynowa 026
18-240 Ostrów Wielkopolski",18
3533,3533,Komisariat 3534,"ul. Gałczynskiego 96
72-983 Mława",6
3534,3534,Komisariat 3535,"aleja Staffa 53/80
63-358 Grudziądz",10
3535,3535,Komisariat 3536,"pl. Starowiejska 88
37-398 Kościerzyna",10
3536,3536,Komisariat 3537,"plac Kalinowa 18/80
98-256 Sanok",10
3537,3537,Komisariat 3538,"pl. Wąska 88/31
96-650 Kalisz",17
3538,3538,Komisariat 3539,"ul. Stawowa 03/36
36-614 Sochaczew",11
3539,3539,Komisariat 3540,"aleja Żeglarska 472
51-064 Jaworzno",9
3540,3540,Komisariat 3541,"aleja Rubinowa 78/01
32-095 Jarocin",14
3541,3541,Komisariat 3542,"aleja Andersa 45
76-796 Jelenia Góra",17
3542,3542,Komisariat 3543,"pl. Brzechwy 43/97
24-878 Tarnowskie Góry",15
3543,3543,Komisariat 3544,"plac Witosa 38/99
47-312 Dąbrowa Górnicza",9
3544,3544,Komisariat 3545,"pl. Dąbrowskiego 82
75-113 Września",9
3545,3545,Komisariat 3546,"ulica Storczykowa 76
36-553 Wągrowiec",8
3546,3546,Komisariat 3547,"plac Szarych Szeregów 53
24-312 Zambrów",9
3547,3547,Komisariat 3548,"ul. Magnoliowa 799
48-156 Mielec",11
3548,3548,Komisariat 3549,"ulica Jadwigi 16/31
10-017 Malbork",8
3549,3549,Komisariat 3550,"pl. Wiśniowa 096
13-406 Jarocin",9
3550,3550,Komisariat 3551,"pl. Wiśniowa 936
26-827 Reda",8
3551,3551,Komisariat 3552,"plac Chmielna 55
60-429 Ostrołęka",8
3552,3552,Komisariat 3553,"ulica Baczynskiego 78/54
65-435 Sopot",17
3553,3553,Komisariat 3554,"ulica Jaśminowa 53
23-881 Lubartów",11
3554,3554,Komisariat 3555,"pl. Kosynierów 42/36
82-949 Racibórz",13
3555,3555,Komisariat 3556,"ul. Wesoła 73
46-393 Grodzisk Mazowiecki",10
3556,3556,Komisariat 3557,"plac Ceglana 862
95-049 Dąbrowa Górnicza",10
3557,3557,Komisariat 3558,"ul. Kusocińskiego 20
13-715 Poznań",9
3558,3558,Komisariat 3559,"ulica Okulickiego 264
40-286 Chorzów",12
3559,3559,Komisariat 3560,"plac Mokra 09/80
39-479 Lublin",14
3560,3560,Komisariat 3561,"al. Kowalska 56/58
66-366 Żary",11
3561,3561,Komisariat 3562,"ulica Orzeszkowej 210
32-115 Świdnik",13
3562,3562,Komisariat 3563,"pl. Grunwaldzka 53/73
54-209 Kluczbork",11
3563,3563,Komisariat 3564,"ul. Częstochowska 296
78-473 Żagań",6
3564,3564,Komisariat 3565,"pl. Armii Krajowej 698
11-278 Stalowa Wola",8
3565,3565,Komisariat 3566,"ulica Cyprysowa 13/47
95-760 Chojnice",15
3566,3566,Komisariat 3567,"pl. Mazurska 226
08-257 Płock",5
3567,3567,Komisariat 3568,"pl. Jeżynowa 911
82-426 Kędzierzyn-Koźle",13
3568,3568,Komisariat 3569,"ul. Szafirowa 702
56-474 Piaseczno",5
3569,3569,Komisariat 3570,"al. Widokowa 661
50-410 Bielsko-Biała",11
3570,3570,Komisariat 3571,"ul. Asnyka 31
81-782 Rumia",10
3571,3571,Komisariat 3572,"pl. Polna 03
36-585 Włocławek",7
3572,3572,Komisariat 3573,"pl. Zwycięstwa 90/29
88-457 Mława",5
3573,3573,Komisariat 3574,"ul. Stroma 220
58-775 Lubartów",18
3574,3574,Komisariat 3575,"al. Królewska 838
15-801 Sandomierz",11
3575,3575,Komisariat 3576,"pl. Konarskiego 41/47
30-166 Świnoujście",12
3576,3576,Komisariat 3577,"aleja Szczęśliwa 310
32-087 Zgierz",10
3577,3577,Komisariat 3578,"al. Żwirki i Wigury 863
70-809 Ostróda",10
3578,3578,Komisariat 3579,"al. Makuszyńskiego 90
03-631 Czeladź",9
3579,3579,Komisariat 3580,"ul. Gołębia 91
50-247 Zambrów",10
3580,3580,Komisariat 3581,"plac Nowowiejska 29
97-420 Brodnica",7
3581,3581,Komisariat 3582,"ulica Sowia 25
18-434 Grudziądz",6
3582,3582,Komisariat 3583,"al. Krasickiego 887
62-663 Świebodzice",7
3583,3583,Komisariat 3584,"ul. Agrestowa 22/74
17-136 Bytom",12
3584,3584,Komisariat 3585,"pl. Pogodna 82
17-209 Jawor",9
3585,3585,Komisariat 3586,"aleja Księżycowa 988
44-778 Kętrzyn",9
3586,3586,Komisariat 3587,"pl. Dębowa 075
36-775 Czeladź",8
3587,3587,Komisariat 3588,"plac Miarki 809
11-641 Przemyśl",12
3588,3588,Komisariat 3589,"ulica Wilcza 869
09-980 Jelenia Góra",14
3589,3589,Komisariat 3590,"ul. Dolna 88
03-743 Rumia",12
3590,3590,Komisariat 3591,"pl. Leszczynowa 12
43-035 Dębica",9
3591,3591,Komisariat 3592,"aleja Drzymały 982
24-965 Konin",5
3592,3592,Komisariat 3593,"ul. Jasna 27
02-695 Police",9
3593,3593,Komisariat 3594,"al. Brzoskwiniowa 152
35-421 Toruń",13
3594,3594,Komisariat 3595,"pl. Zamkowa 51
19-761 Czechowice-Dziedzice",10
3595,3595,Komisariat 3596,"ulica Nałkowskiej 39/50
46-153 Biłgoraj",9
3596,3596,Komisariat 3597,"ulica Rózana 28
63-320 Gdańsk",15
3597,3597,Komisariat 3598,"al. Łanowa 53/47
48-570 Świdnik",13
3598,3598,Komisariat 3599,"aleja Reja 80/34
73-060 Katowice",7
3599,3599,Komisariat 3600,"ul. Graniczna 292
03-450 Siedlce",6
3600,3600,Komisariat 3601,"aleja Tulipanowa 54
49-563 Ostrów Mazowiecka",10
3601,3601,Komisariat 3602,"pl. Żabia 39/96
21-220 Rumia",6
3602,3602,Komisariat 3603,"ul. Jeziorna 60
44-652 Rybnik",12
3603,3603,Komisariat 3604,"pl. Radosna 78
20-722 Ruda Śląska",13
3604,3604,Komisariat 3605,"ul. Kazimierza Wielkiego 622
36-367 Swarzędz",10
3605,3605,Komisariat 3606,"al. Sybiraków 33
84-178 Starogard Gdański",8
3606,3606,Komisariat 3607,"ulica Ogrodowa 949
77-068 Skawina",7
3607,3607,Komisariat 3608,"aleja Piłsudskiego 79/44
41-768 Elbląg",13
3608,3608,Komisariat 3609,"al. Wyszyńskiego 489
72-346 Bartoszyce",8
3609,3609,Komisariat 3610,"ulica Matejki 57
04-367 Głogów",7
3610,3610,Komisariat 3611,"plac Zamkowa 746
20-166 Zielona Góra",8
3611,3611,Komisariat 3612,"ulica Krótka 57
91-566 Racibórz",7
3612,3612,Komisariat 3613,"plac Okrężna 512
13-154 Radomsko",9
3613,3613,Komisariat 3614,"plac Sadowa 33
16-905 Żagań",9
3614,3614,Komisariat 3615,"al. Sucharskiego 453
81-028 Łuków",10
3615,3615,Komisariat 3616,"al. Skrajna 457
79-674 Lubartów",11
3616,3616,Komisariat 3617,"ul. Matejki 32
14-669 Ruda Śląska",14
3617,3617,Komisariat 3618,"al. Diamentowa 366
39-897 Elbląg",12
3618,3618,Komisariat 3619,"al. Piastowska 437
80-616 Pszczyna",9
3619,3619,Komisariat 3620,"ul. Kossaka 00/59
37-799 Jaworzno",10
3620,3620,Komisariat 3621,"plac Dąbrowskiej 08/25
27-136 Kielce",5
3621,3621,Komisariat 3622,"al. Zakątek 705
02-911 Szczytno",5
3622,3622,Komisariat 3623,"aleja Zacisze 24
34-549 Płock",8
3623,3623,Komisariat 3624,"ul. Jesienna 41
47-514 Bełchatów",7
3624,3624,Komisariat 3625,"al. Norwida 417
73-438 Zabrze",10
3625,3625,Komisariat 3626,"ulica Tysiąclecia 10
08-224 Skawina",16
3626,3626,Komisariat 3627,"plac Nadrzeczna 17/03
98-135 Tomaszów Mazowiecki",8
3627,3627,Komisariat 3628,"ulica Piaskowa 92
53-212 Puławy",6
3628,3628,Komisariat 3629,"ulica Sportowa 30/92
17-220 Jastrzębie-Zdrój",7
3629,3629,Komisariat 3630,"al. Słowianska 452
97-783 Świecie",7
3630,3630,Komisariat 3631,"al. Waryńskiego 19
10-996 Nowy Targ",11
3631,3631,Komisariat 3632,"al. Listopada 626
82-391 Skierniewice",8
3632,3632,Komisariat 3633,"pl. Bolesława Krzywoustego 955
05-084 Tarnobrzeg",7
3633,3633,Komisariat 3634,"al. Grottgera 01
62-349 Nowa Ruda",10
3634,3634,Komisariat 3635,"aleja Harcerska 136
19-597 Legionowo",12
3635,3635,Komisariat 3636,"ulica Konarskiego 59
47-943 Jelenia Góra",6
3636,3636,Komisariat 3637,"ulica Ciasna 05
44-219 Zgorzelec",10
3637,3637,Komisariat 3638,"al. Jaskółcza 65
14-750 Piotrków Trybunalski",8
3638,3638,Komisariat 3639,"pl. Topolowa 68/63
84-946 Kętrzyn",14
3639,3639,Komisariat 3640,"ulica Podleśna 20
45-680 Skierniewice",7
3640,3640,Komisariat 3641,"ulica Mostowa 77/46
54-279 Krosno",11
3641,3641,Komisariat 3642,"ulica Konopnickiej 07
80-371 Kalisz",14
3642,3642,Komisariat 3643,"plac Tysiąclecia 286
58-058 Tarnobrzeg",13
3643,3643,Komisariat 3644,"plac Wieniawskiego 78/40
50-217 Gorzów Wielkopolski",11
3644,3644,Komisariat 3645,"aleja Pszenna 06
50-775 Starachowice",7
3645,3645,Komisariat 3646,"plac Świerczewskiego 02
13-435 Białystok",9
3646,3646,Komisariat 3647,"ulica Zielna 342
66-563 Tarnów",10
3647,3647,Komisariat 3648,"plac Wolności 07
77-138 Słupsk",12
3648,3648,Komisariat 3649,"aleja Wyspiańskiego 45
54-249 Grodzisk Mazowiecki",9
3649,3649,Komisariat 3650,"al. Okrężna 73/38
44-776 Kielce",4
3650,3650,Komisariat 3651,"aleja Cicha 34/66
32-216 Czeladź",10
3651,3651,Komisariat 3652,"pl. Willowa 81
08-483 Opole",12
3652,3652,Komisariat 3653,"plac Lotnicza 46
53-839 Iława",12
3653,3653,Komisariat 3654,"plac Zwycięstwa 202
06-841 Rybnik",7
3654,3654,Komisariat 3655,"aleja Nadrzeczna 94
54-213 Jastrzębie-Zdrój",9
3655,3655,Komisariat 3656,"al. Wróblewskiego 60/73
09-148 Jarosław",9
3656,3656,Komisariat 3657,"al. Dworska 88/20
20-845 Ruda Śląska",10
3657,3657,Komisariat 3658,"aleja Sybiraków 20/92
67-291 Lublin",11
3658,3658,Komisariat 3659,"plac Letniskowa 40/21
95-466 Reda",7
3659,3659,Komisariat 3660,"ul. Jabłoniowa 727
07-144 Myszków",13
3660,3660,Komisariat 3661,"ulica Pszenna 36/14
15-096 Siemianowice Śląskie",11
3661,3661,Komisariat 3662,"plac Średnia 71/67
96-904 Ciechanów",9
3662,3662,Komisariat 3663,"pl. Krasińskiego 06/32
24-092 Zambrów",5
3663,3663,Komisariat 3664,"ulica Akacjowa 697
38-623 Bełchatów",10
3664,3664,Komisariat 3665,"plac Topolowa 18/17
06-645 Augustów",11
3665,3665,Komisariat 3666,"ul. Jaskółcza 62/08
23-605 Mińsk Mazowiecki",14
3666,3666,Komisariat 3667,"ulica Makuszyńskiego 15
26-165 Mysłowice",14
3667,3667,Komisariat 3668,"pl. Szpitalna 50/88
70-651 Bolesławiec",11
3668,3668,Komisariat 3669,"pl. Brzozowa 71
18-408 Pszczyna",9
3669,3669,Komisariat 3670,"ulica Klasztorna 13
28-889 Krosno",8
3670,3670,Komisariat 3671,"ulica Kraszewskiego 945
70-676 Kielce",12
3671,3671,Komisariat 3672,"aleja Środkowa 161
85-008 Piaseczno",7
3672,3672,Komisariat 3673,"aleja Młynarska 201
55-244 Częstochowa",18
3673,3673,Komisariat 3674,"plac Żurawia 82
05-892 Grudziądz",11
3674,3674,Komisariat 3675,"aleja Dąbrowskiej 25
67-458 Chełm",7
3675,3675,Komisariat 3676,"ulica Graniczna 171
29-421 Rybnik",7
3676,3676,Komisariat 3677,"al. Popiełuszki 863
44-688 Pszczyna",10
3677,3677,Komisariat 3678,"pl. Zwycięstwa 27/51
62-767 Wołomin",15
3678,3678,Komisariat 3679,"ulica Składowa 00/98
33-148 Pruszków",3
3679,3679,Komisariat 3680,"pl. Krokusowa 25
73-831 Gdynia",12
3680,3680,Komisariat 3681,"ulica Zamkowa 56/91
15-977 Bartoszyce",15
3681,3681,Komisariat 3682,"plac Polna 449
74-488 Cieszyn",11
3682,3682,Komisariat 3683,"ul. Brzozowa 39
41-111 Starachowice",14
3683,3683,Komisariat 3684,"al. Koralowa 43
91-261 Poznań",10
3684,3684,Komisariat 3685,"al. Tylna 710
62-051 Nowa Sól",13
3685,3685,Komisariat 3686,"pl. Zakole 433
92-818 Łaziska Górne",14
3686,3686,Komisariat 3687,"al. Piwna 05
98-287 Płock",7
3687,3687,Komisariat 3688,"aleja Partyzantów 77/10
98-317 Knurów",5
3688,3688,Komisariat 3689,"plac Zbożowa 62/76
91-186 Gdynia",6
3689,3689,Komisariat 3690,"ul. Wiązowa 81
32-598 Zawiercie",7
3690,3690,Komisariat 3691,"ul. Turkusowa 32
64-418 Września",7
3691,3691,Komisariat 3692,"ulica Topolowa 75
08-600 Grodzisk Mazowiecki",13
3692,3692,Komisariat 3693,"pl. Wypoczynkowa 468
56-681 Zawiercie",6
3693,3693,Komisariat 3694,"plac Ściegiennego 77
83-032 Września",6
3694,3694,Komisariat 3695,"ul. Podleśna 707
68-193 Kraśnik",7
3695,3695,Komisariat 3696,"ulica Dobra 60
19-786 Krotoszyn",12
3696,3696,Komisariat 3697,"ul. Grottgera 76/60
18-308 Koło",9
3697,3697,Komisariat 3698,"aleja Sportowa 68/95
87-203 Bytom",13
3698,3698,Komisariat 3699,"ul. Klonowa 52/71
05-300 Bielsko-Biała",12
3699,3699,Komisariat 3700,"aleja Okrzei 50/37
78-297 Tarnobrzeg",9
3700,3700,Komisariat 3701,"plac Słowackiego 848
57-294 Bochnia",12
3701,3701,Komisariat 3702,"ul. Kwiatowa 99
53-739 Racibórz",10
3702,3702,Komisariat 3703,"al. Głowackiego 94/98
06-837 Płońsk",8
3703,3703,Komisariat 3704,"pl. Swierkowa 859
67-760 Konin",9
3704,3704,Komisariat 3705,"al. Ceglana 32
57-193 Jelenia Góra",12
3705,3705,Komisariat 3706,"al. Sosnowa 602
78-196 Wrocław",6
3706,3706,Komisariat 3707,"al. Borówkowa 28
40-122 Lubliniec",11
3707,3707,Komisariat 3708,"ul. Rybacka 03
04-232 Konin",2
3708,3708,Komisariat 3709,"plac Zwycięstwa 56
98-105 Brzeg",9
3709,3709,Komisariat 3710,"al. Jagiellońska 383
18-789 Jasło",13
3710,3710,Komisariat 3711,"ul. Leszczynowa 50
26-913 Czerwionka-Leszczyny",8
3711,3711,Komisariat 3712,"ul. Rózana 82/02
26-533 Zawiercie",11
3712,3712,Komisariat 3713,"ulica Kowalska 76
57-924 Bartoszyce",12
3713,3713,Komisariat 3714,"ul. Szkolna 52
19-524 Kielce",9
3714,3714,Komisariat 3715,"al. Bałtycka 939
09-507 Marki",5
3715,3715,Komisariat 3716,"al. Brzoskwiniowa 421
89-297 Toruń",11
3716,3716,Komisariat 3717,"ulica Bałtycka 42
20-901 Brodnica",15
3717,3717,Komisariat 3718,"aleja Listopada 02/75
18-469 Turek",12
3718,3718,Komisariat 3719,"pl. Żwirowa 49/43
11-485 Bochnia",10
3719,3719,Komisariat 3720,"ul. Rejtana 841
21-201 Piotrków Trybunalski",13
3720,3720,Komisariat 3721,"ulica Żeromskiego 752
02-563 Środa Wielkopolska",5
3721,3721,Komisariat 3722,"aleja Zakole 15/76
12-832 Legionowo",4
3722,3722,Komisariat 3723,"ulica Lwowska 97
78-951 Żyrardów",9
3723,3723,Komisariat 3724,"plac Bukowa 072
13-453 Siemianowice Śląskie",12
