ID,Nazwa,Numer_seryjny,Rodzaj
11319,Toyota Corolla,N845XBF64MPGPPDNV,pojazd
11320,Skoda Superb,DU2A5ATL783YH0WLF,pojazd
11321,Terminal Bluebird,VMBX6G4X8KAKSNWL6,srodki_lacznosci
11322,Terminal Bluebird,AH5Y938976VN83DMD,srodki_lacznosci
11323,Alkomat AlcoQuant 6020,TLH8A8YM827T00TFR,inne
11324,Kia Ceed III,GC3FC31F6L9K76NTJ,pojazd
11325,H&K MP5A3,C6UNZZHL60WG0UCX3,bron
11326,BMW serii 3,PTPGR0EC7DCZ5PAN5,pojazd
11327,Kia Ceed III,E3PVPPY88K4KYDUBV,pojazd
11328,Apteczka taktyczna,74R1M53W4LV0VV5AS,inne
11329,Terminal Bluebird,SGG97TXW01F92ASSB,srodki_lacznosci
11330,Beretta APX,EZE1KPX93C1LW06FH,bron
11331,Glauberyt PM-98,C1M7JSWF5TZ0XAB27,bron
11332,Latarka taktyczna,4NK09FN02YYYGP732,inne
11333,Glock 26,H0T732M87T4TFECVW,bron
11334,Volkswagen Crafter,HZMPS9HM138LC4SGR,pojazd
11335,Opel Crossland X,WRRLZACP0S9CDV3RW,pojazd
11336,Urzadzenie do detekcji narkotykow AlereTM DDS 2,J3JNU7M64ZD808310,inne
11337,Radiostacja nasobna,PEE9GV7HX3HAS1M11,srodki_lacznosci
11338,Radiostacja nasobna,DBNUC6CD0F9BVRTR7,srodki_lacznosci
11339,H&K MP5A3,U2KDPXEM8ZSRZUDKB,bron
11340,Toyota Corolla,MEBHD98ZXXUGGAFS8,pojazd
11341,Beretta APX,8S79PL2T85YPB1FDW,bron
11342,Kia Ceed III,JX48DAB502RDSS56A,pojazd
11343,Toyota Corolla,3XKXYFFW362B15MZ5,pojazd
11344,Radiostacja nasobna,W9Y46CLH6F0EB9A89,srodki_lacznosci
11345,Alkomat AlcoQuant 6020,K32A21CW32G4DY850,inne
11346,Radiostacja nasobna,MDX15RMA8FM76UZ2E,srodki_lacznosci
11347,BMW serii 3,LXH4B68K2JPXWF7UD,pojazd
11348,Alkomat AlcoQuant 6020,3ECZT7BC1WDAHNNJD,inne
11349,Kia Ceed III,C6B8JENH5Y37D9YT9,pojazd
11350,Alkomat AlcoQuant 6020,67H85P460DMT7RXWW,inne
11351,Terminal Bluebird,BAY9FPDH0MBFFEXWW,srodki_lacznosci
11352,Glock 19,GXPFRU4F0NGWW0YXG,bron
11353,Sako TRG-21,6UJPJNJD7THH76WRV,bron
11354,Apteczka taktyczna,K50591L25U6R5N4ZB,inne
11355,Volkswagen Transporter,DBHP2N4M0D2E27WD2,pojazd
11356,Latarka taktyczna,0LFVAWXG2AF6R2EDS,inne
11357,Terminal Bluebird,RRYXUD86XWZLRGL0W,srodki_lacznosci
11358,Kamizelka kuloodporna,E6ZYNPBY5MFLG4YZ3,inne
11359,Walther P99,NNE7EFNV8U994JH1D,bron
11360,Walther P99,DW0JGU9N6MDJTK0ZU,bron
11361,Kajdanki,CBSEG0G776SE8J79X,inne
11362,H&K G36,NGVZ3VKX9CK7T9JSD,bron
11363,H&K G36,UWBL1XAP54VX1L287,bron
11364,Glauberyt PM-98,0XUMZC0749NG178W4,bron
11365,Volkswagen Transporter,WDL4NEVK6D57GY02E,pojazd
11366,Walther P99,7VH20Z2G5ZEYSPTU1,bron
11367,Walther P99,DEYE4Z7E7LNA1AWGB,bron
11368,Opel Crossland X,H8BJRAXL5HEPCC53A,pojazd
11369,Beretta APX,60W697802AAZWNCXS,bron
11370,Opel Crossland X,N3A3RRD53KPXURL2M,pojazd
11371,Kamizelka kuloodporna,9DA0ZWMF6GD9US1V9,inne
11372,Tonfa,EXSZV26L0V0WU872U,bron
11373,Radiostacja nasobna,A9AXG2746WTKCLF13,srodki_lacznosci
11374,Volkswagen Crafter,4P20TD0B9XBBXZ94Z,pojazd
11375,Radiostacja nasobna,981K528V0SRDBJWE4,srodki_lacznosci
11376,Volkswagen Crafter,ZJNPR54Z2YVYMEAEW,pojazd
11377,H&K G36,ESX3V2AVX63RB500T,bron
11378,Kamizelka kuloodporna,6MKMGKXJ815B70HDW,inne
11379,Hyundai Tucson,3FNN8R3UXRHZB4L7C,pojazd
11380,Hyundai Tucson,9K7ED94C3Z022PTUN,pojazd
11381,Kamizelka kuloodporna,V2TNUVDM0WHH0ACKW,inne
11382,Toyota Corolla,TLPWXCCZ92L2262SV,pojazd
11383,Alkomat AlcoQuant 6020,2ZW4L7S52HZE6BS6A,inne
11384,Kajdanki,ZHH2RMD388BYVP3VL,inne
11385,BMW serii 3,BG2NX0JW1CZ5T2LFA,pojazd
11386,Urzadzenie do detekcji narkotykow AlereTM DDS 2,BMWM19G30JHKH3ASC,inne
11387,Glauberyt PM-98,D9EYY1CF2NSBYHKXL,bron
11388,Terminal Bluebird,YU19D9L10KSSPXUNH,srodki_lacznosci
11389,Kajdanki,5KBNBRVE0MEK2W4E7,inne
11390,Kia Ceed III,C3NVMYJT8NZJTYM68,pojazd
11391,Kajdanki,WF9C8M869YF51FG34,inne
11392,Terminal Bluebird,7U2DKYKWXGBRGBDLU,srodki_lacznosci
11393,HK UMP,GAN88RDN7WWJ62WAS,bron
11394,Terminal Bluebird,T6RBEV215K5VTELHL,srodki_lacznosci
11395,Hyundai Tucson,AL3U7FZM3M2SDA152,pojazd
11396,Terminal Bluebird,5GS3H4012MA74VH5C,srodki_lacznosci
11397,Latarka taktyczna,TYH8070F462D55LW6,inne
11398,Terminal Bluebird,UU54YGZJ8Y0RV6E2X,srodki_lacznosci
11399,Opel Crossland X,KJC8G3ZV308Y4BVHS,pojazd
11400,Apteczka taktyczna,FY32YLSL6KE9PFAL0,inne
11401,BMW serii 3,7W22UH091NTBN6C7S,pojazd
11402,Terminal Bluebird,JW5ZW0G0XVRH4X9HC,srodki_lacznosci
11403,Kamizelka kuloodporna,442FSJ6A0MBSCAP3G,inne
11404,Volkswagen Transporter,DXVSUGMU46EVEJMS4,pojazd
11405,Alkomat AlcoQuant 6020,CLUCKVWT9B173TP84,inne
11406,Kia Ceed III,0DL5H6TY5T81DV2LM,pojazd
11407,Hyundai Tucson,3DTFS3FA1KTNT722B,pojazd
11408,Volkswagen Transporter,U4RJP0781BWR56ZM9,pojazd
11409,Walther P99,R4DV5B5A7RNJX18CG,bron
11410,Terminal Bluebird,C9TD460Z9DN06V1LL,srodki_lacznosci
11411,Kajdanki,NA45M74KXC7ZR9L84,inne
11412,Kajdanki,GK5VYRTF7TCJLM6KH,inne
11413,Latarka taktyczna,4DKCA0FM9S3GKTYKR,inne
11414,Beretta APX,5T9F9EGK7GZE9ZFNM,bron
11415,Volkswagen Transporter,535AWFUK00SLR2YF1,pojazd
11416,Glock 17,VAAC9AXY3GWGN2Z82,bron
11417,Urzadzenie do detekcji narkotykow AlereTM DDS 2,1PEM34GS7871YS10D,inne
11418,Opel Crossland X,HS53STT575B1KRAD0,pojazd
11419,Radiostacja nasobna,0NANR3BL7PLJ60C8S,srodki_lacznosci
11420,Apteczka taktyczna,8R2C67H2XH9VJE5XU,inne
11421,Beretta APX,SJ6WBJC655RU39EJK,bron
11422,Opel Crossland X,7ND043PU53NZ4Z25Z,pojazd
11423,Beretta APX,PZLRJXLN529F0SVK7,bron
11424,Apteczka taktyczna,AH93LYZ150G76GYPU,inne
11425,Tonfa,2P9A7BNR1P6LLTT03,bron
11426,Radiostacja nasobna,SYWSTD2S4VTX0CPMT,srodki_lacznosci
11427,Radiostacja nasobna,05EWE7PF19MRLX1XN,srodki_lacznosci
11428,H&K G36,C6UPVKDS0T9DF969J,bron
11429,Toyota Corolla,RB3F6R4F9APDLAXJY,pojazd
11430,Terminal Bluebird,LYNE8C4Z5ESZ94B8R,srodki_lacznosci
11431,H&K G36,74JF3MNJ8TNC6X54H,bron
11432,Kajdanki,KLM6HZ4V6KGWNW7P1,inne
11433,Skoda Superb,TATP2XJ44SL8SZUYC,pojazd
11434,Radiostacja nasobna,AC3WH2792RVU1KWBL,srodki_lacznosci
11435,Radiostacja nasobna,GRLY6M1182MTXUNCC,srodki_lacznosci
11436,Terminal Bluebird,RV6R67TH24SBRKNE1,srodki_lacznosci
11437,Urzadzenie do detekcji narkotykow AlereTM DDS 2,GKMEY1KW5NN7RYRF0,inne
11438,Glock 19,KA8X7B3B76GV57TYJ,bron
11439,Volkswagen Crafter,R32ZR11PXVT07U13W,pojazd
11440,Glock 26,45ZNB68Z8VESLPCW5,bron
11441,Tonfa,5HWZL4ZV4B81520C2,bron
11442,Apteczka taktyczna,6SJDKLHM6FKHKMNYT,inne
11443,Volkswagen Transporter,V5GMAGC936WLCASS7,pojazd
11444,Glauberyt PM-98,LSZRTFXW7G0HCLSBZ,bron
11445,Skoda Superb,98KCTKNN5U5BW0XEN,pojazd
11446,Radiostacja nasobna,FK80FBFSXN8B9UV20,srodki_lacznosci
11447,Glock 17,V168HLRU3D78NBE6T,bron
11448,Apteczka taktyczna,008MKNH71MEPDSA4W,inne
11449,Terminal Bluebird,GWPD2BMAX0CSJB4W8,srodki_lacznosci
11450,Terminal Bluebird,B8SGCAYT31UF9TAMZ,srodki_lacznosci
11451,Hyundai Tucson,096515NV6JJ9NYBK1,pojazd
11452,Kamizelka kuloodporna,YM6GAJURXCPYG75K3,inne
11453,Alkomat AlcoQuant 6020,YZ5AU3WL2YBGPX4Y7,inne
11454,Kajdanki,CHZVCJ0C2ACF6PNVA,inne
11455,Terminal Bluebird,L1WM9F7L3KSZKNPKA,srodki_lacznosci
11456,Terminal Bluebird,RYH2PSWL2VFU45KWT,srodki_lacznosci
11457,Radiostacja nasobna,UK8Z2EBT4JELURH9C,srodki_lacznosci
11458,Radiostacja nasobna,6NRKDL9K8CT7RUGEV,srodki_lacznosci
11459,Hyundai Tucson,8WS4PS467R0NMGAG9,pojazd
11460,Radiostacja nasobna,M9S8WA5S1KZCYCVCF,srodki_lacznosci
11461,Radiostacja nasobna,62Z4LRC920R9A3WT2,srodki_lacznosci
11462,Skoda Superb,DPVWJNSL7V1U1CMW9,pojazd
11463,Terminal Bluebird,UTJHWHX242WV1U5W5,srodki_lacznosci
11464,BMW serii 3,YBS73T375LL0UXV56,pojazd
11465,Terminal Bluebird,ZW18BA0P0PARM9X2T,srodki_lacznosci
11466,Terminal Bluebird,XEPRGBTW8C1TDXFWJ,srodki_lacznosci
11467,Terminal Bluebird,GKY73W5290YRFU304,srodki_lacznosci
11468,Terminal Bluebird,045V8YNH8W06HXZ95,srodki_lacznosci
11469,BMW serii 3,JW5SMS2W8NNJ4UVJX,pojazd
11470,Volkswagen Transporter,H6J3ASFPX7RLN5H22,pojazd
11471,Urzadzenie do detekcji narkotykow AlereTM DDS 2,VA1X1HT011T3KWDNY,inne
11472,Kajdanki,BA3EGP2E0DM9VY2ZA,inne
11473,Radiostacja nasobna,WD1UVTL91XPKCBHWG,srodki_lacznosci
11474,Glock 26,T0VSMVFH8FHCZDW6L,bron
11475,Urzadzenie do detekcji narkotykow AlereTM DDS 2,CVFYRGSD3KFCGXP9E,inne
11476,BMW serii 3,F0Z102HEX2CLV0R1Z,pojazd
11477,H&K G36,5W4GGU218ENDKTVN6,bron
11478,Walther P99,W0VYZ6T86D7LV3XLS,bron
11479,Opel Crossland X,C6C8XXR40Z9GW3EWC,pojazd
11480,Kajdanki,S92DFR0226FD84UAN,inne
11481,Alkomat AlcoQuant 6020,NKXXMJP4995733MLT,inne
11482,Radiostacja nasobna,UYUBK9DD7C4MVVMKF,srodki_lacznosci
11483,Kia Ceed III,CEE6VKUM1CBJ8BG80,pojazd
11484,Glauberyt PM-98,FF95CYL668RK41EKT,bron
11485,Radiostacja nasobna,YP2JXL182VDPWHMS1,srodki_lacznosci
11486,Alkomat AlcoQuant 6020,YD058B6M6EEXB3AMZ,inne
11487,Terminal Bluebird,HJXA48L32G0BTE1S4,srodki_lacznosci
11488,Kajdanki,91K43R826YGRDNJSE,inne
11489,Alkomat AlcoQuant 6020,CDMG8WFJ2UMFERUE5,inne
11490,Apteczka taktyczna,C2W1AMBA8XZDCJZB6,inne
11491,Radiostacja nasobna,10WLF8HD4LW5VL2WW,srodki_lacznosci
11492,Terminal Bluebird,9A72EBYD4N4EJ2SJK,srodki_lacznosci
11493,BMW serii 3,Y8SJLCTK30WS6G8EJ,pojazd
11494,Kamizelka kuloodporna,1NFMBPH35XVNCFM0G,inne
11495,Terminal Bluebird,EWSVS91PX0DD4SGGB,srodki_lacznosci
11496,Alkomat AlcoQuant 6020,036VLU4X1KCMHLKX9,inne
11497,Latarka taktyczna,5HYC4SU0X386CV2K8,inne
11498,Radiostacja nasobna,32CL3V9X080V8EFJP,srodki_lacznosci
11499,Hyundai Tucson,33E345035EL0P1JJT,pojazd
11500,Terminal Bluebird,5CHR6B0G49AVDFJF6,srodki_lacznosci
11501,Terminal Bluebird,155GPCUK7CFZZARZ7,srodki_lacznosci
11502,Radiostacja nasobna,X2M5VRBN9ASL5MHG7,srodki_lacznosci
11503,Terminal Bluebird,6LKLE1TY5EKCUJFZ6,srodki_lacznosci
11504,Volkswagen Transporter,X126DNSV5NJJZ4PKV,pojazd
11505,Terminal Bluebird,67XB2YH00RFXKX1TY,srodki_lacznosci
11506,Radiostacja nasobna,JYYGVPYB5VNWK6AUX,srodki_lacznosci
11507,Radiostacja nasobna,E6KV9B2G59J0FSJEW,srodki_lacznosci
11508,Kamizelka kuloodporna,0AM2KA383WDUPM16U,inne
11509,Alkomat AlcoQuant 6020,9Y9NAKL77KJ6W1YWC,inne
11510,Glock 17,Y66HSX1G2R1FNHCZR,bron
11511,HK UMP,UA99YEZJ3AHN7SV9F,bron
11512,H&K G36,YMKYK5LL5MHPJE4CK,bron
11513,H&K G36,4W52D4VD1PZP4Z2R8,bron
11514,Kamizelka kuloodporna,VWVDC42R12EWMMASK,inne
11515,Radiostacja nasobna,DABCEF3Z38ZCB555T,srodki_lacznosci
11516,Terminal Bluebird,2MNAE8RC5LCBPY440,srodki_lacznosci
11517,Toyota Corolla,W18T5UPU451477KUZ,pojazd
11518,Radiostacja nasobna,NCUY16CF2Y29XX1YL,srodki_lacznosci
11519,Kajdanki,HCAU2NCG7X15LKUK2,inne
11520,Glock 19,J9FKWTCG0V99NBDLA,bron
11521,Volkswagen Transporter,YDBE0K0P2L8G949PN,pojazd
11522,Terminal Bluebird,G63XH6BW1ETR6LSVX,srodki_lacznosci
11523,Glauberyt PM-98,YPRMMNK204NNVUE5A,bron
11524,Kamizelka kuloodporna,SBTY34L22M5DBBE8J,inne
11525,Latarka taktyczna,KC05NK594KNJS4RWC,inne
11526,Glock 19,CMT9ZRNE200FE27DH,bron
11527,Tonfa,YN0V63514FE9J7DJC,bron
11528,Terminal Bluebird,3ES9ET8H45KLZ5SPJ,srodki_lacznosci
11529,Volkswagen Transporter,03JL9TMS493VTUVHM,pojazd
11530,Glock 19,GEP5R21EX5UY0NZ0K,bron
11531,Urzadzenie do detekcji narkotykow AlereTM DDS 2,YLTTYKYY5NNAJY725,inne
11532,Glauberyt PM-98,P4R8RHFG0MH11ZYPU,bron
11533,Kamizelka kuloodporna,XWWGSHUJ4VH0TEPK3,inne
11534,Radiostacja nasobna,D31BZ9056GB8A09AZ,srodki_lacznosci
11535,H&K G36,CHGWW8CL99YG2XNEX,bron
11536,Radiostacja nasobna,YNNHP9PK6AVCBVBZA,srodki_lacznosci
11537,Sako TRG-21,HT44A08C3C9BCCPD6,bron
11538,Glauberyt PM-98,90B27H2576ZX7JGR7,bron
11539,Radiostacja nasobna,UMGVB9975BM6JMVKR,srodki_lacznosci
11540,Terminal Bluebird,GKTR35MZ3VZNBVGWY,srodki_lacznosci
11541,Radiostacja nasobna,8DXFNNU0X24J9NJ1W,srodki_lacznosci
11542,Urzadzenie do detekcji narkotykow AlereTM DDS 2,P333PBTC4UYWMVX54,inne
11543,Radiostacja nasobna,DL5Y8RME744A0M0CK,srodki_lacznosci
11544,Volkswagen Transporter,T7TMZZ6D8JGPJUUGW,pojazd
11545,HK UMP,PAK50K1HXXV686D3G,bron
11546,Radiostacja nasobna,V56UJN467JYNR3CPD,srodki_lacznosci
11547,Alkomat AlcoQuant 6020,UKKJ0GHC2DZ0SV57Y,inne
11548,Terminal Bluebird,0AG9XUY035LHZHTXD,srodki_lacznosci
11549,Hyundai Tucson,3DHN54D8X0RWZDT42,pojazd
11550,Terminal Bluebird,NCW1P2PT63KNN72TZ,srodki_lacznosci
11551,Radiostacja nasobna,G4EZRWD29EBNSUYRN,srodki_lacznosci
11552,Alkomat AlcoQuant 6020,LLZZE4ST2CD77SFFD,inne
11553,Alkomat AlcoQuant 6020,FU8TCFF59D0VS458H,inne
11554,Glock 17,LFAY61XV77C30S2E2,bron
11555,Terminal Bluebird,3G3WG1XR0BAC91V86,srodki_lacznosci
11556,Radiostacja nasobna,VG7SDTWD8S2VD569T,srodki_lacznosci
11557,Urzadzenie do detekcji narkotykow AlereTM DDS 2,AJ5BS1B13J072VTF9,inne
11558,Volkswagen Crafter,9TGCAZL42GH6SZX5W,pojazd
11559,Walther P99,F51MP56T3D18VLJVU,bron
11560,Toyota Corolla,U5F2V6G264MK649EC,pojazd
11561,Terminal Bluebird,YFGSJYHF49BXEZW2U,srodki_lacznosci
11562,Volkswagen Crafter,7N47LWAX8EWPUYJDZ,pojazd
11563,Glock 26,A57TJURF18042TUHP,bron
11564,Glock 26,UE689WBV0BR0KGYRB,bron
11565,Apteczka taktyczna,HZXRCCPM7VY1K88DF,inne
11566,Radiostacja nasobna,31A0LG324FYXH002L,srodki_lacznosci
11567,Glauberyt PM-98,3LP96BAY7R3E8VX1X,bron
11568,Latarka taktyczna,HV52BTND1420P9BZ3,inne
11569,Kajdanki,EWR2B9745Y3FRJLKL,inne
11570,Terminal Bluebird,3D5C5ZZL3MLNUR9K6,srodki_lacznosci
11571,BMW serii 3,1UXVSAC493FFKGG1L,pojazd
11572,Terminal Bluebird,ULZMHFS28LDA89K2D,srodki_lacznosci
11573,Opel Crossland X,SFUEMT1N3JNMA39Z5,pojazd
11574,Alkomat AlcoQuant 6020,1XAZMLN1X9LT2GXZX,inne
11575,Radiostacja nasobna,C5JYYY0C3DAU6DT7X,srodki_lacznosci
11576,Radiostacja nasobna,WG75E1XT9UHXVWP8W,srodki_lacznosci
11577,Tonfa,334SK9EJ1515GYM3J,bron
11578,Radiostacja nasobna,9AUGGMPX0ATEA54KA,srodki_lacznosci
11579,Hyundai Tucson,GER9KN5J0CY8B6F56,pojazd
11580,Alkomat AlcoQuant 6020,ELR50D19X4WFHACDP,inne
11581,Hyundai Tucson,J60MF2DN96X41SJU0,pojazd
11582,Kajdanki,VUM06H17XMDP1YAR0,inne
11583,Terminal Bluebird,ANTC047E285EDUHEU,srodki_lacznosci
11584,Walther P99,HRYM5JJZ9L2LRLC5W,bron
11585,Urzadzenie do detekcji narkotykow AlereTM DDS 2,DSHTYUS79JHJRRZE7,inne
11586,Terminal Bluebird,78D7LX891MPH42N0L,srodki_lacznosci
11587,Glock 17,LP1N51RY7MT8A7UJ1,bron
11588,Glock 19,Y5YN4A5V84JWTP75S,bron
11589,Tonfa,1JCHUE4W8ZNZXSFEW,bron
11590,Opel Crossland X,9CTYM71T4NS651LE2,pojazd
11591,Volkswagen Crafter,S0VT70TS9HMY287PR,pojazd
11592,Skoda Superb,32NWC1CJ6LXBW1MMD,pojazd
11593,Apteczka taktyczna,326KZE022M7W2LG2S,inne
11594,Glock 19,D32E7N5S2EK0D4K3G,bron
11595,Toyota Corolla,696UF7940YX14X72D,pojazd
11596,Latarka taktyczna,K2M08ZMM7SD4HP7JT,inne
11597,Kia Ceed III,W0HXUBJ45RNHZKZ5J,pojazd
11598,Walther P99,J6FF81BC9DPSYDGDL,bron
11599,Terminal Bluebird,B4AGHVX21EB41KVG4,srodki_lacznosci
11600,Glock 19,WY5SSVV875XD43BCH,bron
11601,Kamizelka kuloodporna,72J6LLLA9KPPK4ZTR,inne
11602,Skoda Superb,N0324EB77MK6K77R6,pojazd
11603,Walther P99,EW72DVXW36AU6LK45,bron
11604,Apteczka taktyczna,VAHU9T569A9Z4BRYG,inne
11605,Radiostacja nasobna,1C1XNSXA4P2LAHVLT,srodki_lacznosci
11606,Kia Ceed III,GK049TCU2R9T6UGC8,pojazd
11607,Radiostacja nasobna,SHS29LZV7T1TDT662,srodki_lacznosci
11608,Urzadzenie do detekcji narkotykow AlereTM DDS 2,P6C28G2F0HJFW8Y4E,inne
11609,Urzadzenie do detekcji narkotykow AlereTM DDS 2,0P3JDTV16SXYC68JT,inne
11610,Glock 26,ZZ1ZYV4N7128AE532,bron
11611,Apteczka taktyczna,W00G2RJ43H516P7FG,inne
11612,Glock 26,T0RSZPE16SL823B08,bron
11613,Glock 17,F0UHLB2E2WE18NLTU,bron
11614,Radiostacja nasobna,XS7ED77V41X5YYT1P,srodki_lacznosci
11615,HK UMP,D7L7PADV1P17164JN,bron
11616,H&K G36,MUF5P7V94H2CX2WSY,bron
11617,Alkomat AlcoQuant 6020,HG1XZNC11ZXE974ZK,inne
11618,Glock 19,WTAU6C896PVEUX95M,bron
11619,Skoda Superb,FW4KZ24R90J62M82E,pojazd
11620,BMW serii 3,BF0T3E1Z65D1234G9,pojazd
11621,Volkswagen Transporter,WAFGHNBE9M5CL13TK,pojazd
11622,Toyota Corolla,K290KGZL2GF0E4NM0,pojazd
11623,Terminal Bluebird,BKHGCZPF1ERXURLLP,srodki_lacznosci
11624,HK UMP,6GNDWV9FX176DZ8MN,bron
11625,Sako TRG-21,105HRRDZ5ZSKNXP3K,bron
11626,Skoda Superb,95HTFPWJ914F3LYJC,pojazd
11627,Alkomat AlcoQuant 6020,XJ6E3LKF8Z7J5NTYK,inne
11628,Radiostacja nasobna,5V7G6UZJ78ZFSXKB3,srodki_lacznosci
11629,Volkswagen Transporter,2P6MUAN6X3G2UEBUU,pojazd
11630,Volkswagen Crafter,298G0JLV5YFNPYBS3,pojazd
11631,HK UMP,50N6MVA551H4HTY93,bron
11632,Alkomat AlcoQuant 6020,L3NG0V498L5H9G95L,inne
11633,Walther P99,31HF537E2WMV3TTU9,bron
11634,Apteczka taktyczna,RFLFM44N7EWGNM16R,inne
11635,Urzadzenie do detekcji narkotykow AlereTM DDS 2,MH8JNTJG9WHEDDSXG,inne
11636,Tonfa,C22SHRLU2LPXBJGK3,bron
11637,Toyota Corolla,3BPSSPVP6FNPM9XMT,pojazd
11638,Toyota Corolla,H0J9AEPY1ST5PJ653,pojazd
11639,H&K MP5A3,3PTSKBL353KS625EJ,bron
11640,Kajdanki,4FNZSJL92UFBEP92X,inne
11641,Kajdanki,HSL5GH89282KUZEXL,inne
11642,Skoda Superb,V1D3YT16XCDZEMYZD,pojazd
11643,Kajdanki,TKETNR433SV0ZBK1V,inne
11644,Volkswagen Transporter,A3XUV58T5CS88088S,pojazd
11645,Skoda Superb,EACMJYPG89KH5AU5N,pojazd
11646,Alkomat AlcoQuant 6020,K15RVTV10CDF4TB1V,inne
11647,BMW serii 3,R489UTTS34SZARG8X,pojazd
11648,Glauberyt PM-98,CBTAK7YZ4B7R287RK,bron
11649,Glock 26,DA7JP1EL4ZWUSSVT1,bron
11650,Apteczka taktyczna,LRGZGSX13DRAJWHPR,inne
11651,Latarka taktyczna,E6LYBBG56R0LXPT8A,inne
11652,Urzadzenie do detekcji narkotykow AlereTM DDS 2,LUCC711X17EJKH6CX,inne
11653,Volkswagen Transporter,35ZY0C6C0EJNFCYSK,pojazd
11654,H&K G36,K0TRGEL900XZA0HBK,bron
11655,Radiostacja nasobna,KXPH6V6R2VNLC6NWT,srodki_lacznosci
11656,Sako TRG-21,0S91NM1E8TZ2GDYHY,bron
11657,Volkswagen Crafter,TJNPTUPWXWFMCNSVH,pojazd
11658,Apteczka taktyczna,VAHCJ45J9D727BPE7,inne
11659,Apteczka taktyczna,HAZ3XLVE67USWV07Z,inne
11660,Kajdanki,FDT3LUS49DHU7F082,inne
11661,Apteczka taktyczna,6DTBC8NC8JYDGZN56,inne
11662,BMW serii 3,3JTDYRPE7RG7RDL5W,pojazd
11663,Kamizelka kuloodporna,N72RWGY32XN4PM0L7,inne
11664,Terminal Bluebird,VJB8TCRN00ZW6PH3B,srodki_lacznosci
11665,Alkomat AlcoQuant 6020,45MHGBFV5HGPDZB5S,inne
11666,Glock 19,N6F9TGUM3E6R8C63J,bron
11667,Alkomat AlcoQuant 6020,HMBYJY0G2YBVMK1AX,inne
11668,Radiostacja nasobna,N95SF2AU5VGW9VXXG,srodki_lacznosci
11669,Opel Crossland X,AUSYHXT00WC1NC5NR,pojazd
11670,Terminal Bluebird,EHFU5CLM2N8ZY5K0T,srodki_lacznosci
11671,Sako TRG-21,9ZJEZC4L56UF8SCGE,bron
11672,Terminal Bluebird,1W1DKZHH0GZVU5TXX,srodki_lacznosci
11673,Volkswagen Crafter,4H3CLCJ54M5SHAZ1J,pojazd
11674,Kajdanki,XTU61WL6XGW4SEE80,inne
11675,Radiostacja nasobna,YWDEC2L44P32SE59Z,srodki_lacznosci
11676,Volkswagen Crafter,GEDLRM0P3DG3TXZ8J,pojazd
11677,Hyundai Tucson,Y64FS0ME81FGM1ECX,pojazd
11678,Alkomat AlcoQuant 6020,2Z43R3RU62CMHRYH3,inne
11679,Radiostacja nasobna,BGJ3S5VP9ZBP7E4EH,srodki_lacznosci
11680,Toyota Corolla,XZ8ERC3K8PFPZBEJB,pojazd
11681,Radiostacja nasobna,RB8EY70R8PUS8XVTJ,srodki_lacznosci
11682,Urzadzenie do detekcji narkotykow AlereTM DDS 2,85BH08VF4XT91F662,inne
11683,H&K MP5A3,JK5NTBK44VWADAJRA,bron
11684,Latarka taktyczna,K4XDZT0C96YKA78VS,inne
11685,Sako TRG-21,5LFUWYRU200M07VCT,bron
11686,Terminal Bluebird,MHEVDTGP8PTZLDXRU,srodki_lacznosci
11687,Kamizelka kuloodporna,J75RYMRX77MXPY7MH,inne
11688,H&K G36,2ZX0PMJA1G7HUDVVG,bron
11689,Apteczka taktyczna,5938PXZ17Y31CWAWG,inne
11690,Terminal Bluebird,S4C6S86S39K4M1BAF,srodki_lacznosci
11691,Apteczka taktyczna,9CB4PHMA3ZB5EZVV3,inne
11692,Latarka taktyczna,6RGGSE76XHKDC1A1D,inne
11693,Skoda Superb,00ALF4FZ3F23EGFA1,pojazd
11694,Volkswagen Crafter,56MCT3D71YUNVHN41,pojazd
11695,Radiostacja nasobna,FABMHK8Z13N32WBW5,srodki_lacznosci
11696,Beretta APX,L0NAAJ2B7JH1URR8Y,bron
11697,H&K G36,F69LG1S74JBEERMUT,bron
11698,Glock 17,99W3PHMJ1WWEKLGYA,bron
11699,Tonfa,FGHU252E08W6JUB7P,bron
11700,Skoda Superb,197UB15C3URLLNL13,pojazd
11701,Kajdanki,LDJWMPJG1B1WY247S,inne
11702,Urzadzenie do detekcji narkotykow AlereTM DDS 2,ZH72BMV58YBLH8V3T,inne
11703,Terminal Bluebird,H0WC9NDW3LZ53YDHN,srodki_lacznosci
11704,Terminal Bluebird,SLEL4PKW36VH6M44S,srodki_lacznosci
11705,Kamizelka kuloodporna,4SUL3JJZ8JUVNYFGN,inne
11706,Apteczka taktyczna,P2NN0G330ZF2LKZ2F,inne
11707,Hyundai Tucson,95Y3H35K58YYNKG5L,pojazd
11708,Glock 17,XJJDHNRJ06NH2D5RX,bron
11709,Glock 19,HGDC335S4B70P75HA,bron
11710,Urzadzenie do detekcji narkotykow AlereTM DDS 2,Y3ERV2XV52A6EDU96,inne
11711,Terminal Bluebird,R9TAYVNW9LRX30YUU,srodki_lacznosci
11712,Glock 19,ZMLWRU0E7384WD6K9,bron
11713,Toyota Corolla,9XS299JZ2LNM40Z5Z,pojazd
11714,Volkswagen Transporter,5P7DLWYS2SBP1Y0C5,pojazd
