ID,Nazwa,Numer_seryjny,Rodzaj
27854,Radiostacja nasobna,AJZU9MV458YYSHX1H,srodki_lacznosci
27855,BMW serii 3,WS5BJ8UL5DEB5MER1,pojazd
27856,Skoda Superb,SBZKM7LG10ZTR2PN6,pojazd
27857,Radiostacja nasobna,20S6DA0U1CYTCHNZD,srodki_lacznosci
27858,Kajdanki,2AHZCTUV8SMDZLN4M,inne
27859,Terminal Bluebird,MW95XHP31GKBBCPBH,srodki_lacznosci
27860,Terminal Bluebird,38UFLVDA8PDT63NEF,srodki_lacznosci
27861,H&K MP5A3,PR2T0YU370UU613AJ,bron
27862,Walther P99,L8PK65630PAA00C08,bron
27863,Terminal Bluebird,F5GGUVV0XW4WZDWC7,srodki_lacznosci
27864,Volkswagen Crafter,28ESUF5U7DL6W6MPJ,pojazd
27865,Latarka taktyczna,3SKLWH5L4V5G1E946,inne
27866,Latarka taktyczna,B6C47HP15MZXCNAM1,inne
27867,Hyundai Tucson,CTX9MG1B7NWK54HSC,pojazd
27868,BMW serii 3,Z5U16B7V2HNERH84B,pojazd
27869,Terminal Bluebird,LTGALATN36YZJD7LG,srodki_lacznosci
27870,Glauberyt PM-98,VMXWW6T28C2T9YAZZ,bron
27871,Apteczka taktyczna,S1ZJK3108P298N5F3,inne
27872,Glauberyt PM-98,FZJTZ6L1446PAUN49,bron
27873,Radiostacja nasobna,F7BYW85FXP7LP2RZ8,srodki_lacznosci
27874,Toyota Corolla,6Z2279S71TLNRXBH8,pojazd
27875,H&K MP5A3,D19AV4WW8GE9TPF24,bron
27876,Apteczka taktyczna,BWTU6EDK6N9TN5CW8,inne
27877,H&K G36,9J7SDK4U2LSZ0SVG9,bron
27878,Glock 17,VREYD61259A4XMB74,bron
27879,Hyundai Tucson,38N2R1XF5RV7TVWUZ,pojazd
27880,Sako TRG-21,FD4AVW127S603GKPJ,bron
27881,Terminal Bluebird,77Z7RPH32691GFMZZ,srodki_lacznosci
27882,Tonfa,HJ7X61270X4Y93UC6,bron
27883,Glock 26,ZC8N7BH70KK3YW92F,bron
27884,Terminal Bluebird,7J3DMX4X51193NCUH,srodki_lacznosci
27885,Kajdanki,KM05VYFW2Y33X1302,inne
27886,Glauberyt PM-98,RHPTS8538ZAWJAJC7,bron
27887,Glock 17,TS1Z0EJL2R9FWEC08,bron
27888,Radiostacja nasobna,5S03P8YE7ULA9P1T7,srodki_lacznosci
27889,Kajdanki,GA5883W00FT9VJNU1,inne
27890,BMW serii 3,ZN280JXL9EKE30Z0H,pojazd
27891,Toyota Corolla,3EJBTNKW67DS05MVY,pojazd
27892,Walther P99,SMSVGKDY4953R6GKG,bron
27893,Sako TRG-21,F64TXCDD867UPB8LG,bron
27894,BMW serii 3,AJ43AC790AJNBAM1Y,pojazd
27895,Radiostacja nasobna,3AZ8Y9FF36SDXKYMS,srodki_lacznosci
27896,Terminal Bluebird,JNWFCC7R4SPL6NYV9,srodki_lacznosci
27897,Volkswagen Transporter,KWEF02JV7SLUV919R,pojazd
27898,Glock 19,LU4AGAFRXNCWMHCNF,bron
27899,Alkomat AlcoQuant 6020,WMF38MF435SR07TDB,inne
27900,H&K MP5A3,ALUA6BAP8DHX309LV,bron
27901,Alkomat AlcoQuant 6020,69ZHSX489HFXB1BA9,inne
27902,Terminal Bluebird,EHELN1NF4S2G6CX0K,srodki_lacznosci
27903,Terminal Bluebird,9EXZLN4B451MXS7CG,srodki_lacznosci
27904,Terminal Bluebird,3Y7JB44R971GHYRHA,srodki_lacznosci
27905,Radiostacja nasobna,9D9WGHG300M8XGDV4,srodki_lacznosci
27906,Urzadzenie do detekcji narkotykow AlereTM DDS 2,4V4RMRNA64WJRZFLA,inne
27907,Terminal Bluebird,WWFZK8AC8JHM8489R,srodki_lacznosci
27908,Kamizelka kuloodporna,R2BZ1JXY58AYHBPFY,inne
27909,Radiostacja nasobna,2AVP150P7AU3CWZVN,srodki_lacznosci
27910,Alkomat AlcoQuant 6020,MY5DP3A19SJG77XBV,inne
27911,Kamizelka kuloodporna,BUR8NV392YA4LU2MR,inne
27912,Kamizelka kuloodporna,LB4VWM747EG8SW056,inne
27913,Alkomat AlcoQuant 6020,F2H35LJ25K7FJJ6TN,inne
27914,BMW serii 3,YYEBMTYP9247XFTM8,pojazd
27915,Sako TRG-21,HBR78UE3487ELRRKA,bron
27916,Latarka taktyczna,MDFZ6MK1500JMRPNP,inne
27917,Alkomat AlcoQuant 6020,ZJ1ERTEC40MFPD3DF,inne
27918,Terminal Bluebird,38WL7WGF8Y5B0Y62F,srodki_lacznosci
27919,Glock 17,92G980TZ3P0P9H9ET,bron
27920,Toyota Corolla,KYN9YP0B4W2W623JZ,pojazd
27921,Terminal Bluebird,4KDM9AM81X1G34GLR,srodki_lacznosci
27922,Opel Crossland X,3D2WP1C9162TMAN2U,pojazd
27923,Latarka taktyczna,FP6VG78D4D9Y5Y3HV,inne
27924,Apteczka taktyczna,6U07LV576G2ZSL07H,inne
27925,Radiostacja nasobna,CU7B9M6R7PXEE58SW,srodki_lacznosci
27926,Volkswagen Transporter,B7AS59169KN786E98,pojazd
27927,Radiostacja nasobna,BFE3ZEJM0UBMK4L53,srodki_lacznosci
27928,Radiostacja nasobna,7NN6769X4N62WA6XE,srodki_lacznosci
27929,Kamizelka kuloodporna,USSZHJHRX3XRKEACE,inne
27930,Terminal Bluebird,BEJVTK1E8AAPM0ATL,srodki_lacznosci
27931,Terminal Bluebird,VXHFNK6A6FV4026YR,srodki_lacznosci
27932,Glauberyt PM-98,DHB75KFR3GJAJ8XGZ,bron
27933,Toyota Corolla,G61WZR3P9V9RXRCAK,pojazd
27934,Urzadzenie do detekcji narkotykow AlereTM DDS 2,GT4LUXU1158NH1UF3,inne
27935,Hyundai Tucson,EECJK3WT97NDZ4WCE,pojazd
27936,Glock 26,C37EY1P20LVF1D33K,bron
27937,Urzadzenie do detekcji narkotykow AlereTM DDS 2,BV5RJ8LF8E2EL2UWB,inne
27938,Terminal Bluebird,GX16HRDT1DUA1LF48,srodki_lacznosci
27939,Apteczka taktyczna,RC940S4M19ZE1JZZ1,inne
27940,Terminal Bluebird,40TRSR4F58LBHH0AJ,srodki_lacznosci
27941,Sako TRG-21,XPP8JK1S9WFG7Y8ZK,bron
27942,Beretta APX,8YNCTFMS3CC215NKN,bron
27943,Tonfa,WCR5T15F6BGD82KB3,bron
27944,Radiostacja nasobna,EEPWR0AX2MXSD7E32,srodki_lacznosci
27945,Kajdanki,EY1UJWU55TTF6JAJX,inne
27946,Terminal Bluebird,92LR2XC063AESKSVB,srodki_lacznosci
27947,Radiostacja nasobna,N13P81GM65HV3NTXS,srodki_lacznosci
27948,Walther P99,4V47C1XNXJWTTJD57,bron
27949,Glauberyt PM-98,XRD604EW72P645U6K,bron
27950,Tonfa,TL3BNUDZ9Y4NG1KDR,bron
27951,Kia Ceed III,W8UU45JU2XPHYVBH9,pojazd
27952,Radiostacja nasobna,DWP0Y4A56ZSF4JKSU,srodki_lacznosci
27953,Alkomat AlcoQuant 6020,PH0XEHV84H4ZG1SX4,inne
27954,Terminal Bluebird,C3M45WM670GL4BSCX,srodki_lacznosci
27955,HK UMP,YXEFT79H94K947FLB,bron
27956,Beretta APX,XZSWJNGJ918XC7BUL,bron
27957,Radiostacja nasobna,BXX453U46JMZDNYGP,srodki_lacznosci
27958,Glauberyt PM-98,1HV27Z2C4UA6LDBEH,bron
27959,Kia Ceed III,BEB0K11H0N1U75EHB,pojazd
27960,Radiostacja nasobna,PKDB5PGE7CH2P6DRZ,srodki_lacznosci
27961,Kajdanki,CHR7P2H89SL2CV6LR,inne
27962,Sako TRG-21,REPWXBVS01TKBW35B,bron
27963,Glock 26,GH5EKP2B01PAWKH47,bron
27964,Terminal Bluebird,RX9TAAAZ0NV4GWYW2,srodki_lacznosci
27965,Radiostacja nasobna,3B7R5G0C1T8FWSM0T,srodki_lacznosci
27966,Glauberyt PM-98,BZ62R2759CMKY2NZR,bron
27967,Urzadzenie do detekcji narkotykow AlereTM DDS 2,TJJFS5K98343PHHFU,inne
27968,Kajdanki,91XJ4HW9XCRWWN4HT,inne
27969,Latarka taktyczna,UFYFM0G68ALFBY8H6,inne
27970,BMW serii 3,B6DZ0W3587X9X3ALL,pojazd
27971,Volkswagen Transporter,961FBPYY0NXN3DKSN,pojazd
27972,Urzadzenie do detekcji narkotykow AlereTM DDS 2,5JU7F79G05CTDN5L0,inne
27973,Skoda Superb,16YXYTRC11F0WHAC9,pojazd
27974,H&K MP5A3,PRDEG0SL72N3L3UKL,bron
27975,Sako TRG-21,KXV10MRL8J0994HBH,bron
27976,Radiostacja nasobna,131EN8UM400AUJMUU,srodki_lacznosci
27977,Tonfa,LBD2FFABXAW37TSAX,bron
27978,BMW serii 3,953Z867Z6M14KFRVW,pojazd
27979,Terminal Bluebird,N1AWLYTVXVFKCJZ1R,srodki_lacznosci
27980,HK UMP,C86V552T5VDJ0CD0V,bron
27981,Beretta APX,YK7NLL2827YS3G3Y3,bron
27982,Apteczka taktyczna,NYYJMTDR6RLLKWRB4,inne
27983,Walther P99,GGDL7N2L8Y0T0SAV3,bron
27984,Urzadzenie do detekcji narkotykow AlereTM DDS 2,JMZHBV8V7X4H3MDHV,inne
27985,Alkomat AlcoQuant 6020,2W9ABHZ07YB9M55Z0,inne
27986,Volkswagen Transporter,SYWJ872T645ERH0U9,pojazd
27987,Kamizelka kuloodporna,4CUY35K665MEX3P9G,inne
27988,Glauberyt PM-98,N0JEMXA1794NH115M,bron
27989,H&K G36,ZL94095S4WPX65J5X,bron
27990,Apteczka taktyczna,UR1C6E2FX3HRN4MCA,inne
27991,Toyota Corolla,YNFT0SSGXVLG57KDL,pojazd
27992,Skoda Superb,SUBELR2U2R1SNKYHA,pojazd
27993,Urzadzenie do detekcji narkotykow AlereTM DDS 2,A2Y634EP5Y1VMMLRE,inne
27994,Opel Crossland X,9J5UJRVG4ZFLL9EFM,pojazd
27995,Kajdanki,TM8PD30C0RP5T9C6Z,inne
27996,Terminal Bluebird,ZDUN5AY75JFPE0A7K,srodki_lacznosci
27997,Alkomat AlcoQuant 6020,SMJ7KYCZ1T9PGB4NU,inne
27998,Kia Ceed III,UZGNF5217F3RKL7CY,pojazd
27999,Glauberyt PM-98,3V7XUYLE1KFYYSMTB,bron
28000,Glauberyt PM-98,N3W0CEE95EC1MMPK6,bron
28001,Skoda Superb,SNRYY7ZB1WA482WJU,pojazd
28002,Terminal Bluebird,T62LA5F75X6EGWXDK,srodki_lacznosci
28003,Glock 19,A7NRVV0F77WV4P6FL,bron
28004,Apteczka taktyczna,FDRMB27W2G9CSFPVR,inne
28005,Terminal Bluebird,R6CG0TWB5MZWJM81K,srodki_lacznosci
28006,Sako TRG-21,0RAGGW4A9X0NTX044,bron
28007,Radiostacja nasobna,KE84F4K48AEAA8N8K,srodki_lacznosci
28008,Skoda Superb,Z8SZ8WKJ8RF85G4FX,pojazd
28009,Apteczka taktyczna,SDSS2R7G8XS3V8ZWC,inne
28010,BMW serii 3,X758YVVH23UN1JEJA,pojazd
28011,H&K G36,8ZPTNLE09NK5JPY4F,bron
28012,Terminal Bluebird,RJ8LGB5A0U91LMMAL,srodki_lacznosci
28013,Radiostacja nasobna,F0H7NFCF4AA1HW9B5,srodki_lacznosci
28014,Terminal Bluebird,B23D5B4R6P1FTM3XB,srodki_lacznosci
28015,Beretta APX,5WA9C2PT80V89JZA2,bron
28016,H&K MP5A3,7KLK21PK4DKSPEH0S,bron
28017,Kia Ceed III,H8S24HL708ZCR6AFN,pojazd
28018,Apteczka taktyczna,36F1MKDK2H739CW0N,inne
28019,Radiostacja nasobna,A1EDX40Y5ZSXXW0MM,srodki_lacznosci
28020,Terminal Bluebird,4MU2C09F2K81ZYN9C,srodki_lacznosci
28021,Sako TRG-21,5GYVHEL498J4VWS1K,bron
28022,BMW serii 3,42TLFM083M7MYGNPK,pojazd
28023,Terminal Bluebird,RKV0C97S30RS4YPYD,srodki_lacznosci
28024,Radiostacja nasobna,0CPDM0TB7RFZ8ZJEZ,srodki_lacznosci
28025,Latarka taktyczna,NK0JFFNA6DVACPF5R,inne
28026,Kamizelka kuloodporna,PRJRYGGK2DT3UHLP9,inne
28027,Latarka taktyczna,Z3YUKPPU7NFSZNSM4,inne
28028,Latarka taktyczna,R266KV7A9YUAZYVW9,inne
28029,Terminal Bluebird,D94A70EK68WCCS8CE,srodki_lacznosci
28030,Radiostacja nasobna,YMNSSDVT0RBJRVVCX,srodki_lacznosci
28031,Kia Ceed III,E4V6HV501LXV3WV02,pojazd
28032,Opel Crossland X,RV89ERC77RJYS72LG,pojazd
28033,Beretta APX,FPVCH61G08650BX90,bron
28034,Kia Ceed III,T49XEH8S9GKW4MNFX,pojazd
28035,Apteczka taktyczna,8YAF34EP2HTF1840S,inne
28036,Kajdanki,0M05ZG8J9GN2PMBKE,inne
28037,Kajdanki,VUN7P2AB8HC77M2KH,inne
28038,Opel Crossland X,DYCW2FVS17X3RUM4R,pojazd
28039,H&K G36,T2KJ8W6N67X10YNGC,bron
28040,Beretta APX,46PYK3RG2V207BRKB,bron
28041,Alkomat AlcoQuant 6020,S312D5G78AKBAYL0Z,inne
28042,HK UMP,D9NXR3CU4DC028NRF,bron
28043,Volkswagen Transporter,F3NR5DX456WPY4K0N,pojazd
28044,Terminal Bluebird,TRZ8W76X40NGP2WG8,srodki_lacznosci
28045,Radiostacja nasobna,X60WYS3K358618K1N,srodki_lacznosci
28046,Glauberyt PM-98,24GTZEEF85G6W9JHZ,bron
28047,Opel Crossland X,T495L0FD1KNZWNYWP,pojazd
28048,Radiostacja nasobna,Z8SDUATH5H45GNPCX,srodki_lacznosci
28049,HK UMP,T2LV30KY6DZF5KC2L,bron
28050,Kia Ceed III,AZGJC1UYXHGR3EF95,pojazd
28051,Kajdanki,F6GPWGCT2A3SAF7NA,inne
28052,H&K MP5A3,7K7XX2NA0SU4J26DE,bron
28053,Toyota Corolla,YDH66RSX1JGLAPG32,pojazd
28054,Latarka taktyczna,KP7YKEDG39GU0XL2N,inne
28055,Radiostacja nasobna,39WEB18L5JYFFRWWA,srodki_lacznosci
28056,Opel Crossland X,B7J277V3X1YTGCYP5,pojazd
28057,Urzadzenie do detekcji narkotykow AlereTM DDS 2,PK9HNT0A7J17K8GKS,inne
28058,Glock 19,7JRLG0ZZ1NHPPW49E,bron
28059,Volkswagen Transporter,7URHE1VA1M2UCXSFT,pojazd
28060,Radiostacja nasobna,TFMUUYV22KBANP4NS,srodki_lacznosci
28061,Glauberyt PM-98,F7S35N9Z0LJL4T1EK,bron
28062,Radiostacja nasobna,0SZN7EYF2D13N04B7,srodki_lacznosci
28063,Sako TRG-21,PCKBTLS972U33AHAH,bron
28064,Urzadzenie do detekcji narkotykow AlereTM DDS 2,HPXMNGCXXD5A6PHHG,inne
28065,Terminal Bluebird,GV3H9TL31JF0L9A0N,srodki_lacznosci
28066,Opel Crossland X,UYHK13UZ245END2A1,pojazd
28067,Skoda Superb,2GDK9F2U3G3UTBLJ0,pojazd
28068,Urzadzenie do detekcji narkotykow AlereTM DDS 2,X5088ZSCXX5VUT3FD,inne
28069,Alkomat AlcoQuant 6020,A0CEEX653DEBKCS36,inne
28070,Terminal Bluebird,VKNNFH3DXUTLABU1V,srodki_lacznosci
28071,Apteczka taktyczna,F6CKEE5U7PCNEPY0P,inne
28072,Glock 26,0LYAZYP9331E0Z4SA,bron
28073,Volkswagen Transporter,F2UFB3W977W3FAXUV,pojazd
28074,Walther P99,1EFAV7FP193ZMMHX1,bron
28075,Hyundai Tucson,J9V3CA4EXSKCBZULX,pojazd
28076,Terminal Bluebird,21LH0TVL6YZDMC0L4,srodki_lacznosci
28077,Glock 17,S3CED26B6LJHVW63R,bron
28078,Urzadzenie do detekcji narkotykow AlereTM DDS 2,66EAV4E74HJ4HT4J3,inne
28079,Opel Crossland X,1P54VD1416EJVURBF,pojazd
28080,Glock 17,RFMJBPCM9VYYCSH82,bron
28081,Terminal Bluebird,HUPRP2SA5WX2U73CP,srodki_lacznosci
28082,Radiostacja nasobna,DPJSV1111GXY9NDGR,srodki_lacznosci
28083,Skoda Superb,01B7LF2J6ZTGL9TH9,pojazd
28084,Skoda Superb,R5RKZG5135V9VF7KM,pojazd
28085,Volkswagen Transporter,XWLKR1662DGH37WGP,pojazd
28086,Latarka taktyczna,95LN6BTV59JJMALPR,inne
28087,Radiostacja nasobna,MY27GE7S37JZZ3L08,srodki_lacznosci
28088,BMW serii 3,T8MXVBWK9SXLV3ZJZ,pojazd
28089,Radiostacja nasobna,V49KYR043RU5BRBFX,srodki_lacznosci
28090,Hyundai Tucson,EVB1N5B54ZHFV8KPE,pojazd
28091,Volkswagen Crafter,9NAHY6TW9FZ7ECGAC,pojazd
28092,Glock 26,CF27KTR05M4T7MG1H,bron
28093,Radiostacja nasobna,4ER3Z5FB47TN9PKV1,srodki_lacznosci
28094,Sako TRG-21,N3WBEULE403SV75L9,bron
28095,Alkomat AlcoQuant 6020,1FKSVA4A6ASTYF2FR,inne
28096,Kajdanki,U6N39WLS0NVX23YCL,inne
28097,HK UMP,FL5KRWT58KRAY04BZ,bron
28098,H&K G36,ZEF0X6JM3B2KWRAM6,bron
28099,Glauberyt PM-98,52Z18HMC9NTH4FVFX,bron
28100,H&K G36,W4PJMR4E63XUTXUFA,bron
28101,Urzadzenie do detekcji narkotykow AlereTM DDS 2,7U3YDN6C995D0C06D,inne
28102,Tonfa,CAPHGVGV8N378DP4A,bron
28103,Terminal Bluebird,L5X9AYND3TJXSHPM5,srodki_lacznosci
28104,Glock 26,TU9CNZ894CRBRCKXP,bron
28105,Terminal Bluebird,VXCLTCN42RHBPS0SV,srodki_lacznosci
28106,Glock 19,E5111T5T76NYDBRDN,bron
28107,Apteczka taktyczna,HP2C17Y49G06RPUHH,inne
28108,Kamizelka kuloodporna,F83TDMXN41LJ5YNRX,inne
28109,Terminal Bluebird,J9GJ6XE65J3JGUG2N,srodki_lacznosci
28110,Urzadzenie do detekcji narkotykow AlereTM DDS 2,PR1NMSZ457DHM3M4M,inne
28111,Terminal Bluebird,TS7GRYFF9L79R9FEL,srodki_lacznosci
28112,Terminal Bluebird,3X0P36J94SZBM32TE,srodki_lacznosci
28113,HK UMP,MJJHWVUG5070VA6KF,bron
28114,Radiostacja nasobna,B1VW0HFT287Y8WGKD,srodki_lacznosci
28115,Beretta APX,KL51ES8L3ALN9G83J,bron
28116,Glock 19,MU62C78H9P8N366JN,bron
28117,H&K G36,CKNUY9B16CPK20YX1,bron
28118,Glock 17,E9HLYGJJ3C6F5JY03,bron
28119,Alkomat AlcoQuant 6020,Z9KRHEY9XB7HRYKMB,inne
28120,Kia Ceed III,TPXM4NDR0TLLCRWEA,pojazd
28121,Apteczka taktyczna,9H93288G066FFC5DM,inne
28122,Opel Crossland X,445D61SG8SXN0X5SW,pojazd
28123,Glock 19,6FJB3V938D5E5FUSM,bron
28124,Hyundai Tucson,B5J74EXX065HFEDHB,pojazd
28125,Glock 26,JPVDNTZ425RE1SWP1,bron
28126,Hyundai Tucson,ANF5PNWK5GK68D83X,pojazd
28127,Latarka taktyczna,X3V45BFR25PZA1JA8,inne
28128,Glock 19,GLEGFTF77HDR62WF6,bron
28129,Radiostacja nasobna,8YJ3LZ7Y7N1X6Y64P,srodki_lacznosci
28130,Urzadzenie do detekcji narkotykow AlereTM DDS 2,TZ58D1VJ5GV8EWDGK,inne
28131,Urzadzenie do detekcji narkotykow AlereTM DDS 2,VUPWN3ZJ29EYU0DXR,inne
28132,Beretta APX,F1HR5NEY6NTYZL5EE,bron
28133,Beretta APX,ZWZSYN4463V3CN6ML,bron
28134,H&K MP5A3,77P557FP3B9JX3YZW,bron
28135,Hyundai Tucson,BBJW0UGS3CEX427LW,pojazd
28136,Opel Crossland X,SV7E2Z177JGK6LUFX,pojazd
28137,Hyundai Tucson,C86FBEX35RH8JEFB7,pojazd
28138,Kia Ceed III,27PJ51D6XWAXFNT0U,pojazd
28139,Glock 19,ZVU3VTRK9Y4GYSXE2,bron
28140,Kamizelka kuloodporna,9MF0HBGK7KKJH52UT,inne
28141,Latarka taktyczna,8GZ3S40815TASEPEG,inne
28142,Glauberyt PM-98,7MEVBDBW40FDTU6R6,bron
28143,Glauberyt PM-98,WLXBT18J99WFMGGEX,bron
28144,Terminal Bluebird,7YXKF6G807EEF7GA5,srodki_lacznosci
28145,Terminal Bluebird,FTD26ZAB8AZRLCEVY,srodki_lacznosci
28146,Apteczka taktyczna,H2JGP3KG7ERXFJSSZ,inne
28147,HK UMP,4R6KFRJA9JWNB9JRE,bron
28148,H&K G36,T66SFVCF2XWYE081B,bron
28149,Kamizelka kuloodporna,RCNE5KFC3RKEMHTZP,inne
28150,Urzadzenie do detekcji narkotykow AlereTM DDS 2,LSGAUR9F5RPH007D3,inne
28151,Glock 19,A60L1LET8Z0YBBHB6,bron
28152,Alkomat AlcoQuant 6020,3DTN1WPS3Z3UEC7YR,inne
28153,Toyota Corolla,P6LK3LEX0K3U6DVV4,pojazd
28154,Radiostacja nasobna,78LJE7FU2UGJS657N,srodki_lacznosci
28155,Hyundai Tucson,UD4YS56U4VBWLMEU3,pojazd
28156,Glock 26,E7HNCLEKXKZY97RC6,bron
28157,Terminal Bluebird,AUPCYDXT976WVD7H1,srodki_lacznosci
28158,Tonfa,45DVTT983CM21XWMP,bron
28159,Radiostacja nasobna,A39XD2G5423NRK48B,srodki_lacznosci
28160,Terminal Bluebird,REEECW9C7FJNR6JUV,srodki_lacznosci
28161,BMW serii 3,AU7YS0988J8AT1B41,pojazd
28162,Kajdanki,N7DDKF9M2DA0ES0YR,inne
28163,Kamizelka kuloodporna,VZ3BNENT2JJ91B309,inne
28164,H&K MP5A3,03BML7813YG9WNYKU,bron
28165,Glock 26,YBFMVHH24N705509X,bron
28166,H&K G36,AW0D7E366ZUEF8PXH,bron
28167,Kamizelka kuloodporna,7UT1JPM486DD6SDC3,inne
28168,HK UMP,54SDPPMN85RPXGNTA,bron
28169,Urzadzenie do detekcji narkotykow AlereTM DDS 2,G2FXR8WC7VDGUDH63,inne
28170,Alkomat AlcoQuant 6020,2P995MDN2TFTRGA53,inne
28171,Opel Crossland X,DTE5W9YR9URYHY95A,pojazd
28172,Opel Crossland X,1PN2P319399KFU4DE,pojazd
28173,Terminal Bluebird,48PW8DXE6RVKTCYD5,srodki_lacznosci
28174,Terminal Bluebird,WT0Z6RK19KEFUERCV,srodki_lacznosci
28175,Volkswagen Transporter,G0RW467D3Z5YRFXFR,pojazd
28176,Kia Ceed III,47AKTX7L9LYWK366R,pojazd
28177,Kia Ceed III,SVRN00T44HDHMYRY3,pojazd
28178,BMW serii 3,3FA2UYYP55ZL5FHPM,pojazd
28179,Terminal Bluebird,F1YC6U9V5U4DARJTM,srodki_lacznosci
28180,Radiostacja nasobna,HL7FVCVY79SSWN4KV,srodki_lacznosci
28181,Radiostacja nasobna,KP4WNMFK6PBCZBCRY,srodki_lacznosci
28182,Glock 19,286DFM18041DG7HCB,bron
28183,Opel Crossland X,TLPPM3726HAUAU1UH,pojazd
28184,Radiostacja nasobna,YBC1LKDV83M0YFRYU,srodki_lacznosci
28185,Tonfa,XJ4ECGZH8A830K6XW,bron
28186,Glock 19,ZTZEBAZH10VH9GFM8,bron
28187,Volkswagen Crafter,RBTXNYKP42DEA3PUM,pojazd
28188,Terminal Bluebird,AD8TM1YP32183A2YG,srodki_lacznosci
28189,Glock 19,0MERX5PJ9GMVFWNRX,bron
28190,Hyundai Tucson,R2WBJPS9XPXD29S5H,pojazd
28191,Kajdanki,EB8GH2XL0A9V1BWHU,inne
28192,Glauberyt PM-98,RR1BWM7432HYYB5LN,bron
28193,Apteczka taktyczna,KGSJZBKY033HDBDHZ,inne
28194,Kajdanki,HHMSSSFNX7D5VB4NM,inne
28195,Volkswagen Crafter,JJY5V8SP6FCN611MK,pojazd
28196,Volkswagen Crafter,C2PLFDW28X9H4UVF6,pojazd
28197,Terminal Bluebird,ZU212J2J96GYD2N8M,srodki_lacznosci
28198,Radiostacja nasobna,SW9X4VGS7N52GUJ7H,srodki_lacznosci
28199,Apteczka taktyczna,W61AD0N95VJGRBF7C,inne
28200,BMW serii 3,23HJ9P0P5F5VXFWWR,pojazd
28201,Kajdanki,0MFAA2Z06A5DN47RJ,inne
28202,Toyota Corolla,YG6G7FX531BT51RE3,pojazd
28203,Beretta APX,5H9SL1FU0CL1JXT07,bron
28204,Apteczka taktyczna,MTCF4DVJ6C5NYR279,inne
28205,Opel Crossland X,C7GU7T5N3J9PNUCVS,pojazd
28206,Volkswagen Transporter,31ARPK5S7YHF67116,pojazd
28207,BMW serii 3,YWYXWGUH5UNCP1G8K,pojazd
28208,Kamizelka kuloodporna,TBL3EMLJXUVSVA5HM,inne
28209,Volkswagen Crafter,4RXM0J3NX1NS3J1BC,pojazd
28210,Walther P99,CJHJPANN7LR6UV4K8,bron
28211,H&K MP5A3,6ES13XY41DB09V62G,bron
28212,Radiostacja nasobna,035PPU2Z0E84682P0,srodki_lacznosci
28213,Alkomat AlcoQuant 6020,JC50FXWDX0Z6NMRWN,inne
28214,Glock 26,0KPLWUPP9PPE8VK3X,bron
28215,Kamizelka kuloodporna,4PH816VM0RPZEDBPU,inne
28216,Volkswagen Transporter,UKM8CGVLXFYXXK3FR,pojazd
28217,Terminal Bluebird,8BC8L3264CFT2P97W,srodki_lacznosci
28218,Kajdanki,HZ47JUN30FBDZ3V76,inne
28219,Terminal Bluebird,P2FUCE7FX57364R4D,srodki_lacznosci
28220,Beretta APX,VEDZDCF81VHG860J9,bron
28221,HK UMP,83Z0JM9H2XPPD7L87,bron
28222,Walther P99,WVTHKCHD7Y4J9NN2C,bron
28223,Skoda Superb,XMUKVK2TXU278WCCC,pojazd
28224,Kamizelka kuloodporna,U61D1NG35TKSV3ZBL,inne
28225,Glock 19,LKYU9DE736UUG2CPV,bron
28226,Toyota Corolla,EZU7N5LR3546PTYHC,pojazd
28227,Hyundai Tucson,K44M92U13YNNRTGGM,pojazd
28228,Volkswagen Crafter,WDC5L8PT641LJY5W5,pojazd
28229,Glock 19,EECVBR545KE0ZL8TU,bron
28230,HK UMP,9806LSEK447YX5HCS,bron
28231,Alkomat AlcoQuant 6020,640RC8CW8R06AUA1G,inne
28232,Kamizelka kuloodporna,8M530MSM6FZHJPP4W,inne
28233,Glauberyt PM-98,F5MZ7ZKB3VL262WMG,bron
28234,Terminal Bluebird,H18NYPP42D720PBUU,srodki_lacznosci
28235,Hyundai Tucson,16JT5ZV87GFAJTE69,pojazd
28236,Terminal Bluebird,V4HUNT9W0DLRX7WF5,srodki_lacznosci
28237,Latarka taktyczna,42AAUPBN4VV8BD0UF,inne
28238,Terminal Bluebird,UFK356KB1Z1Y0G6H3,srodki_lacznosci
28239,Terminal Bluebird,26JF78NJ6C2WYHZ4S,srodki_lacznosci
28240,Volkswagen Transporter,BVFME4S4093FCPG1S,pojazd
28241,HK UMP,3K48GSCZX3XU9BNND,bron
28242,Kajdanki,LFVRC2UR52VTVBJ5C,inne
28243,Volkswagen Transporter,27XR732Y2JSTJVT0P,pojazd
28244,HK UMP,S1P0LY7G6L0TFPXMX,bron
28245,Alkomat AlcoQuant 6020,S65LUUD4159X933G8,inne
28246,Hyundai Tucson,L0NWWNH78HNXDNWHP,pojazd
28247,Walther P99,TBAD9S9G79CL0PW7G,bron
28248,H&K G36,FS92T1T56U4W2M858,bron
28249,BMW serii 3,C1ZL3YZ34LC15T6D0,pojazd
28250,Radiostacja nasobna,P3RA9AM80X0VYGH3V,srodki_lacznosci
28251,Beretta APX,FVMAVK9N09VDEGREA,bron
28252,Radiostacja nasobna,JJNE0E95104M8HNTW,srodki_lacznosci
